date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_48,aVWAP_BoS_CHoCH_bull_71,aVWAP_BoS_CHoCH_bull_103,aVWAP_BoS_CHoCH_bull_143,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,1.5,1.56,1.425,1.49,32885191,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,1.5,1.59,1.41,1.48,41108773,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-14 00:00:00+00:00,1.64,1.75,1.45,1.47,50754428,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-21 00:00:00+00:00,1.63,1.82,1.59,1.61,40798908,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,97.968855788761,40.85985104942452,False,False,True,False,True,
2022-01-28 00:00:00+00:00,1.53,1.74,1.44,1.62,54412404,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,85.04308849301532,42.747892932285765,False,False,True,False,False,
2022-02-04 00:00:00+00:00,1.58,1.63,1.5,1.54,37127796,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,78.35038196360517,36.756965367101074,False,False,True,False,False,
2022-02-11 00:00:00+00:00,1.86,1.9,1.57,1.61,49323917,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,79.38364211919091,36.756965367101074,False,False,True,False,False,
2022-02-18 00:00:00+00:00,1.99,2.02,1.77,1.87,64223294,,,,,,"rgba(38, 166, 154, 0.5)",,1.9266666666666665,,0,,,0.0,0.0,0.0,0.0,81.19692488563706,36.756965367101074,False,False,True,False,False,
2022-02-25 00:00:00+00:00,1.7,1.9901,1.59,1.97,45523286,,,,,,"rgba(38, 166, 154, 0.5)",,1.8575465456527211,,0,,,0.0,0.0,0.0,0.0,74.34052895039467,33.99658484509584,False,False,True,False,False,
2022-03-04 00:00:00+00:00,1.77,1.7997,1.685,1.7,44672974,,,,,,"rgba(38, 166, 154, 0.5)",,1.826886980488667,,0,,,0.0,0.0,0.0,0.0,70.41219312566157,30.493861210779045,False,False,True,False,False,
2022-03-11 00:00:00+00:00,1.83,1.93,1.73,1.77,57292706,,,,,,"rgba(38, 166, 154, 0.5)",,1.8277294130980732,,0,,,0.0,0.0,0.0,0.0,68.37009883176427,28.73177721803677,False,False,True,False,False,
2022-03-18 00:00:00+00:00,1.79,1.88,1.63,1.8,48742912,,,,,,"rgba(38, 166, 154, 0.5)",,1.8163018186566606,,0,,,0.0,0.0,0.0,0.0,66.0760382078283,26.615654696508628,False,False,True,False,False,
2022-03-25 00:00:00+00:00,1.86,1.9,1.7752,1.8,26719332,,,,,,"rgba(38, 166, 154, 0.5)",,1.8189781618319898,,0,,,0.0,0.0,0.0,0.0,65.34106115814933,25.892424056254313,False,False,True,False,False,
2022-04-01 00:00:00+00:00,1.84,1.89,1.68,1.84,24344062,,,,,,"rgba(38, 166, 154, 0.5)",,1.817755574427839,,0,,,0.0,0.0,0.0,0.0,64.38369310807917,24.831540370855237,False,False,True,False,False,
2022-04-08 00:00:00+00:00,1.83,1.88,1.71,1.84,24159888,,,,,,"rgba(38, 166, 154, 0.5)",,1.8169574690792243,,0,,,0.0,0.0,0.0,0.0,63.47659462090664,23.731547060420382,False,False,True,False,False,
