date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_55,aVWAP_BoS_CHoCH_bull_100,aVWAP_BoS_CHoCH_bull_133,aVWAP_BoS_CHoCH_bull_147,aVWAP_BoS_CHoCH_bear_62,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,0.861,0.861,0.8,0.8202,2402792,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,0.79,0.86,0.7703,0.85,1750619,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,0.7869,0.8099,0.7627,0.8,2136106,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,0.8225,0.929,0.782001,0.8148,3539753,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,10.136738400015185,-40.417614481235645,False,False,False,True,True,
2022-01-28 00:00:00+00:00,0.7299,0.82,0.7,0.82,3216263,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7499666666666667,,0,,,0.0,0.0,0.0,0.0,12.33754414660621,-38.75292995984944,False,False,False,True,True,
2022-02-04 00:00:00+00:00,0.7101,0.7799,0.7017,0.72,1968836,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7426002849640222,,0,,,0.0,0.0,0.0,0.0,13.388359073475787,-38.153010629427115,False,False,False,True,True,
2022-02-11 00:00:00+00:00,0.767,0.78,0.71,0.71,1850682,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7451604524027491,,0,,,0.0,0.0,0.0,0.0,19.88471359040291,-32.33305853956651,False,False,False,True,True,
2022-02-18 00:00:00+00:00,0.7883,0.83,0.752501,0.795,2081870,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7554598122100381,,0,,,0.0,0.0,0.0,0.0,26.124083505598513,-26.918122085300197,False,False,False,True,True,
2022-02-25 00:00:00+00:00,0.805,0.8475,0.770909,0.81,1863522,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7643425319337621,,0,,,0.0,0.0,0.0,0.0,31.722362656109876,-22.209671231998623,False,False,False,True,True,
2022-03-04 00:00:00+00:00,0.889,0.89,0.75,0.8302,3066655,,,,,,,,"rgba(239, 83, 80, 0.5)",,0.7815135364287396,,0,,,0.0,0.0,0.0,0.0,39.905508805277265,-15.093877648413375,False,False,False,True,True,
2022-03-11 00:00:00+00:00,1.01,1.06,0.8983,0.91,5326031,,,,,,,0.9894333333333334,#000000,,0.9140528542891051,,0,,,0.0,0.0,0.0,0.0,49.07992738847754,-7.160261476166767,False,False,False,False,True,
2022-03-18 00:00:00+00:00,0.969,0.9885,0.8613,0.9657,3049337,,,,,,,0.9712898168733203,#000000,,0.9118436847036413,,0,,,0.0,0.0,0.0,0.0,53.648785768682956,-3.6937489335051765,False,False,False,False,True,
2022-03-25 00:00:00+00:00,0.9538,1.0,0.93,0.969,2259555,,,,,,,0.9691602425298864,"rgba(38, 166, 154, 0.5)",,0.9157620485426063,,0,,,0.0,0.0,0.0,0.0,56.22635330091907,-1.9863985528360288,False,False,True,False,True,
2022-04-01 00:00:00+00:00,0.939,0.95,0.87,0.94,1921922,,,,,,,0.9615848689141262,"rgba(38, 166, 154, 0.5)",,0.9140441397631698,,0,,,0.0,0.0,0.0,0.0,57.40385677019347,-1.4112255634911008,False,False,True,False,True,
2022-04-08 00:00:00+00:00,0.92,0.9599,0.89,0.9411,2130663,,,,,,,0.956031023179698,"rgba(38, 166, 154, 0.5)",,0.9133728890122441,,0,,,0.0,0.0,0.0,0.0,57.40860159190065,-1.4112255634911008,False,False,True,False,True,
2022-04-15 00:00:00+00:00,0.9593,0.9799,0.9214,0.94,2319593,,,,,,,0.9556903640700827,"rgba(38, 166, 154, 0.5)",,0.9162955530838583,,0,,,0.0,0.0,0.0,0.0,58.59279662783122,-0.7157561260882517,False,False,True,False,True,
2022-04-22 00:00:00+00:00,0.7923,0.985,0.76,0.9693,3544386,,,,,,,0.9367325137624672,"rgba(38, 166, 154, 0.5)",,0.9052219261118143,,0,,,0.0,0.0,0.0,0.0,54.048782288598446,-0.7157561260882517,False,False,True,False,True,
2022-04-29 00:00:00+00:00,0.716,0.775,0.6982,0.758,2693480,,,,,,,0.912746755791623,#000000,,0.888029626202703,,0,,,0.0,0.0,0.0,0.0,49.21193398052122,9.047389859441367,False,False,False,False,False,
2022-05-06 00:00:00+00:00,0.6962,0.7355,0.6723,0.7033,1967405,,,,,,,0.896249465318059,"rgba(239, 83, 80, 0.5)",,0.8757224354703075,,0,,,0.0,0.0,0.0,0.0,45.38582625695613,5.501826181508697,False,False,False,True,False,
2022-05-13 00:00:00+00:00,0.64,0.6782,0.5718,0.67,3289116,,,,,,,0.8655238633295216,"rgba(239, 83, 80, 0.5)",,0.7777704596565179,,0,,,0.0,0.0,0.0,0.0,41.668296263115224,2.0443276453221557,False,False,False,True,False,
2022-05-20 00:00:00+00:00,0.6701,0.7174,0.635,0.642,1413260,,,,,,,0.8564835908941414,"rgba(239, 83, 80, 0.5)",,0.7774283766042265,,0,,,0.0,0.0,0.0,0.0,40.023781093759226,0.5267079937099552,False,False,False,True,False,
