date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bull_596,aVWAP_BoS_CHoCH_bull_692,aVWAP_BoS_CHoCH_bull_863,aVWAP_BoS_CHoCH_bear_49,aVWAP_BoS_CHoCH_bear_288,aVWAP_BoS_CHoCH_bear_373,aVWAP_BoS_CHoCH_bear_452,aVWAP_BoS_CHoCH_bear_523,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,269.56,275.72,260.43,267.0,168981,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,246.22,257.4,245.06,256.5,358641,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,221.58,246.85,220.4,238.18,412047,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,225.34,229.27,220.04,220.58,341195,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,2.7576542240066666,-47.47215029466056,False,False,False,True,True,
2022-01-07 00:00:00+00:00,229.52,238.64,226.87,228.7,260287,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,7.4051748911352,-43.365126028904214,False,False,False,True,True,
2022-01-10 00:00:00+00:00,239.16,239.23,226.6,230.18,156341,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,15.751811967622213,-36.067989517520715,False,False,False,True,True,
2022-01-11 00:00:00+00:00,241.64,249.75,230.91,237.54,299833,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,22.459558046388807,-30.597492074274804,False,False,False,True,True,
2022-01-12 00:00:00+00:00,249.69,256.29,244.76,252.31,277640,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,30.211733101662652,-24.265613989366933,False,False,False,True,True,
2022-01-13 00:00:00+00:00,236.18,250.54,232.9,250.33,163568,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.01565508756023,-23.473965423630812,False,False,False,True,True,
2022-01-14 00:00:00+00:00,238.64,240.32,230.15,240.23,213326,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.12696960568712,-22.089071976260204,False,False,False,True,True,
2022-01-18 00:00:00+00:00,239.63,246.28,231.32,233.22,284823,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.9126554612984,-20.783984530476523,False,False,False,True,True,
2022-01-19 00:00:00+00:00,236.85,248.06,236.04,240.3,144150,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.39527281239266,-20.489316410137754,False,False,False,True,True,
2022-01-20 00:00:00+00:00,251.37,254.935,243.86,247.98,358602,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.64579090394865,-15.615623202499123,False,False,False,True,True,
2022-01-21 00:00:00+00:00,251.45,254.228,243.88,247.0,310076,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.16892379017608,-12.44606272322082,False,False,False,True,True,
