date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_53,aVWAP_BoS_CHoCH_bull_335,aVWAP_BoS_CHoCH_bull_398,aVWAP_BoS_CHoCH_bull_620,aVWAP_BoS_CHoCH_bull_730,aVWAP_BoS_CHoCH_bull_762,aVWAP_BoS_CHoCH_bear_103,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,67.83,68.015,67.48,67.79,3629.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,67.9,68.05,67.78,67.85,3809.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-10 17:00:00+00:00,67.88,68.17,67.865,68.13,1829.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-10 18:00:00+00:00,68.135,68.375,68.065,68.205,2152.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-10 19:00:00+00:00,68.22,68.39,68.22,68.39,1596.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-10 20:00:00+00:00,68.41,68.81,68.38,68.62,4774.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-11 15:00:00+00:00,69.44,70.795,69.395,70.56,4165.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-11 16:00:00+00:00,70.49,71.14,70.465,71.13,3644.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-11 17:00:00+00:00,71.1,71.26,70.99,71.16,1199.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-11 18:00:00+00:00,71.19,71.3,70.91,70.99,2059.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,97.67660548129706,47.90894493316735,False,False,True,False,False,
2025-02-11 19:00:00+00:00,70.99,71.095,70.845,70.92,3608.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,95.15773386022516,45.78136414532483,False,False,True,False,False,
2025-02-11 20:00:00+00:00,70.865,71.08,70.72,71.065,4927.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,93.70222849761801,44.6968902408412,False,False,True,False,False,
2025-02-12 15:00:00+00:00,71.1,71.54,71.1,71.49,3803.0,,,,,,,,71.37666666666667,"rgba(38, 166, 154, 1.0)",,71.37666666666667,,0,,,0.0,0.0,0.0,0.0,93.29368709552452,44.52687664242718,False,False,True,False,False,
2025-02-12 16:00:00+00:00,71.49,71.5,71.065,71.4,3265.0,,,,,,,,71.35125990379173,"rgba(38, 166, 154, 1.0)",,71.35125990379173,,0,,,0.0,0.0,0.0,0.0,91.73343472039674,43.22597971729094,False,False,True,False,False,
2025-02-12 17:00:00+00:00,71.4,71.48,70.92,70.985,4744.0,,,,,,,,71.26172691613048,"rgba(239, 83, 80, 1.0)",,71.26172691613048,,0,,,0.0,0.0,0.0,0.0,85.43179768427704,37.66079207290203,False,False,True,False,False,
2025-02-12 18:00:00+00:00,70.97,70.97,70.18,70.43,2384.0,,,,,,,,71.13828484549639,"rgba(239, 83, 80, 1.0)",,71.13828484549639,,0,,,0.0,0.0,0.0,0.0,76.09983788344566,29.644196087316487,False,False,True,False,False,
2025-02-12 19:00:00+00:00,70.43,70.56,70.08,70.51,3302.0,,,,,,,,70.99581999847602,"rgba(239, 83, 80, 1.0)",,70.99581999847602,,0,,,0.0,0.0,0.0,0.0,70.3486924718575,25.168223730489643,False,False,True,False,False,
2025-02-12 20:00:00+00:00,70.515,70.76,70.465,70.5,14951.0,,,,,,,,70.80192558579104,"rgba(239, 83, 80, 1.0)",,70.80192558579104,,0,,,0.0,0.0,0.0,0.0,66.42361116427269,22.258980058365267,False,False,True,False,False,
2025-02-13 15:00:00+00:00,69.92,70.5,69.91,70.42,7272.0,,,,,,,,70.70576277871487,"rgba(239, 83, 80, 1.0)",,70.70576277871487,,0,,,0.0,0.0,0.0,0.0,63.02449091556265,19.61649316545723,False,False,True,False,False,
2025-02-13 16:00:00+00:00,70.42,70.625,70.2,70.325,3063.0,,,,,,,,70.68267935053603,"rgba(239, 83, 80, 1.0)",,70.68267935053603,,0,,,0.0,0.0,0.0,0.0,59.806044196673696,16.94045637617465,False,False,True,False,False,
2025-02-13 17:00:00+00:00,70.325,70.55,70.245,70.44,1735.0,,,,,,,,70.67211741054382,"rgba(239, 83, 80, 1.0)",,70.67211741054382,,0,,,0.0,0.0,0.0,0.0,58.66643092250787,15.976570297193447,False,False,True,False,False,
2025-02-13 18:00:00+00:00,70.44,70.71,70.4,70.56,1171.0,,,,,,,,70.66915849565915,"rgba(239, 83, 80, 1.0)",,70.66915849565915,,0,,,0.0,0.0,0.0,0.0,58.93323544649671,15.976570297193447,False,False,True,False,False,
2025-02-13 19:00:00+00:00,70.49,70.55,70.095,70.21,2052.0,,,,,,,,70.65264697052211,"rgba(239, 83, 80, 1.0)",,70.65264697052211,,0,,,0.0,0.0,0.0,0.0,55.382261363665066,12.50987702337379,False,False,True,False,False,
2025-02-13 20:00:00+00:00,70.2,70.28,69.95,70.25,6509.0,,,,,,,,70.59353950464815,"rgba(239, 83, 80, 1.0)",,70.59353950464815,,0,,,0.0,0.0,0.0,0.0,53.42206376469111,10.441865599632727,False,False,True,False,False,
2025-02-14 15:00:00+00:00,70.8,70.8,69.525,69.525,3509.0,,,,,,,,70.55444358841181,"rgba(239, 83, 80, 1.0)",,70.55444358841181,,0,,,0.0,0.0,0.0,0.0,46.75227529831105,4.089263058642061,False,False,False,True,False,
2025-02-14 16:00:00+00:00,69.525,69.61,69.26,69.44,1171.0,,,,,,,,70.532232582738,"rgba(239, 83, 80, 1.0)",,70.532232582738,,0,,,0.0,0.0,0.0,0.0,41.8479215484891,-0.4151358343617204,False,False,False,True,False,
2025-02-14 17:00:00+00:00,69.44,69.45,69.09,69.25,858.0,,,,,,,,70.51402328744976,"rgba(239, 83, 80, 1.0)",,70.51402328744976,,0,,,0.0,0.0,0.0,0.0,37.577803463439615,-4.311748707228595,False,False,False,True,False,
2025-02-14 18:00:00+00:00,69.25,69.37,69.05,69.3,1351.0,,,,,,,,69.86293570766547,"rgba(239, 83, 80, 1.0)",,69.86293570766547,,0,,,0.0,0.0,0.0,0.0,35.36942774886976,-6.384661427717866,False,False,False,True,False,
2025-02-14 19:00:00+00:00,69.29,69.44,69.215,69.42,875.0,,,,,,,,69.87823855174858,"rgba(239, 83, 80, 1.0)",,69.87823855174858,,0,,,0.0,0.0,0.0,0.0,35.46035595429623,-6.527780518473669,False,False,False,True,False,
2025-02-14 20:00:00+00:00,69.42,69.565,69.26,69.3,5280.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,34.67763560001886,-7.702493647969163,False,False,False,True,False,
2025-02-17 15:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,34.15582203050061,-8.727796066755666,False,False,False,True,False,
2025-02-17 16:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,33.807946317488444,-9.647772348108049,False,False,False,True,False,
2025-02-17 17:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,33.57602917548033,-10.484413393029229,False,False,False,True,False,
2025-02-17 18:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,33.42141774747492,-11.248169273358073,False,False,False,True,False,
2025-02-17 19:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,33.31834346213798,-11.944005098814998,False,False,False,True,False,
2025-02-17 20:00:00+00:00,69.3,69.3,69.3,69.3,0.0,,,,,,,,69.86640483346373,"rgba(239, 83, 80, 1.0)",,69.86640483346373,,0,,,0.0,0.0,0.0,0.0,33.249627271913354,-12.574723113255835,False,False,False,True,False,
2025-02-18 15:00:00+00:00,69.59,70.26,69.59,70.145,3459.0,,,,,,,,69.95943327762845,"rgba(38, 166, 154, 1.0)",,69.95943327762845,,0,,,0.0,0.0,0.0,0.0,45.08105367996404,-9.75103142358023,False,False,False,True,True,
2025-02-18 16:00:00+00:00,70.14,70.52,70.14,70.4,1165.0,,,,,,,,69.99773808167774,"rgba(38, 166, 154, 1.0)",,69.99773808167774,,0,,,0.0,0.0,0.0,0.0,54.56434222766703,-1.4429070392823888,False,False,True,False,True,
2025-02-18 17:00:00+00:00,70.43,71.16,70.43,71.07,1499.0,,,,,,,,70.07214542054996,"rgba(38, 166, 154, 1.0)",,70.07214542054996,,0,,,0.0,0.0,0.0,0.0,63.63605321592067,6.2098177562445755,False,False,True,False,True,
2025-02-18 18:00:00+00:00,71.07,71.25,70.98,71.23,1409.0,,,,,,,,70.14433751907629,"rgba(38, 166, 154, 1.0)",,70.14433751907629,,0,,,0.0,0.0,0.0,0.0,70.15306131660452,11.46402330190201,False,False,True,False,True,
2025-02-18 19:00:00+00:00,71.23,71.23,70.905,71.09,1768.0,,,,,,,,70.21413044965112,"rgba(38, 166, 154, 1.0)",,70.21413044965112,,0,,,0.0,0.0,0.0,0.0,72.53806217741116,13.149891961999181,False,False,True,False,True,
2025-02-18 20:00:00+00:00,71.09,71.29,71.0,71.13,11427.0,,,,,,,,70.48798466041808,"rgba(38, 166, 154, 1.0)",,70.48798466041808,,0,,,0.0,0.0,0.0,0.0,74.29607010720129,14.660181298972716,False,False,True,False,True,
2025-02-19 15:00:00+00:00,70.71,71.25,70.61,70.82,2372.0,,,,,,,,70.50935422186734,"rgba(38, 166, 154, 1.0)",,70.50935422186734,,0,,,0.0,0.0,0.0,0.0,71.2600472390975,14.660181298972716,False,False,True,False,True,
2025-02-19 16:00:00+00:00,70.875,71.33,70.875,71.33,1367.0,,,,,,,,70.52867087162088,"rgba(38, 166, 154, 1.0)",,70.52867087162088,,0,,,0.0,0.0,0.0,0.0,71.91574053008172,14.660181298972716,False,False,True,False,True,
2025-02-19 17:00:00+00:00,71.33,71.33,70.57,70.615,2884.0,,,,,,,,70.54601467787714,"rgba(38, 166, 154, 1.0)",,70.54601467787714,,0,,,0.0,0.0,0.0,0.0,65.83608450035028,14.660181298972716,False,False,True,False,False,
2025-02-19 18:00:00+00:00,70.615,71.01,70.615,70.845,3043.0,,,,,,,,70.56110431118866,"rgba(38, 166, 154, 1.0)",,70.56110431118866,,0,,,0.0,0.0,0.0,0.0,63.143420010986716,22.562139834444068,False,False,True,False,False,
2025-02-19 19:00:00+00:00,70.845,71.2,70.785,71.05,2041.0,,,,,,,,70.57690901527417,"rgba(38, 166, 154, 1.0)",,70.57690901527417,,0,,,0.0,0.0,0.0,0.0,62.49128361209403,21.550346800708382,False,False,True,False,False,
2025-02-19 20:00:00+00:00,71.05,71.56,70.94,71.525,16373.0,,,,,,,,70.7399943408533,"rgba(38, 166, 154, 1.0)",,70.7399943408533,,0,,,0.0,0.0,0.0,0.0,64.31598420037886,21.550346800708382,False,False,True,False,False,
2025-02-20 15:00:00+00:00,72.42,72.735,72.33,72.62,3360.0,,,,,,,,70.81579480982305,"rgba(38, 166, 154, 1.0)",,70.81579480982305,,0,,,0.0,0.0,0.0,0.0,68.86117726996261,21.550346800708382,True,False,True,False,True,
2025-02-20 16:00:00+00:00,72.56,72.6,71.85,72.16,2228.0,,,,,,,,70.85257713130245,"rgba(38, 166, 154, 1.0)",,70.85257713130245,,0,,,0.0,0.0,0.0,0.0,68.55479002020255,21.550346800708382,True,False,True,False,True,20.0
2025-02-20 17:00:00+00:00,72.16,72.56,72.16,72.24,1843.0,,,,,,,,70.88396546688631,"rgba(38, 166, 154, 1.0)",,70.88396546688631,,0,,,0.0,0.0,0.0,0.0,68.61241842069964,21.550346800708382,True,False,True,False,True,20.0
2025-02-20 18:00:00+00:00,72.24,72.84,72.24,72.81,4292.0,,,,,,,,70.96661006584034,"rgba(38, 166, 154, 1.0)",,70.96661006584034,,0,,,0.0,0.0,0.0,0.0,70.3623602078699,21.550346800708382,True,False,True,False,True,20.0
2025-02-20 19:00:00+00:00,72.845,73.18,72.775,73.12,9749.0,,,,,,,,71.16477168512213,"rgba(38, 166, 154, 1.0)",,71.16477168512213,,0,,,0.0,0.0,0.0,0.0,72.32433544124808,15.712767041913551,True,False,True,False,True,20.0
2025-02-20 20:00:00+00:00,73.085,73.235,72.83,72.89,13233.0,,,,,,,,71.90949727845383,"rgba(38, 166, 154, 1.0)",,71.90949727845383,,0,,,0.0,1.0,73.235,181.0,71.83284239652127,15.712767041913551,True,False,True,False,True,20.0
