date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_105,aVWAP_BoS_CHoCH_bull_269,aVWAP_BoS_CHoCH_bull_303,aVWAP_BoS_CHoCH_bear_294,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-19 17:00:00+00:00,21.32,21.455,21.17,21.425,4999.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-20 17:00:00+00:00,21.34,21.375,20.945,20.96,4460.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-21 17:00:00+00:00,21.3,21.52,21.21,21.495,3454.0,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,18.80492091388401,-78.20738137082603,False,False,False,True,True,
2023-12-22 17:00:00+00:00,21.68,21.68,21.395,21.525,2149.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,31.840814197150188,-64.59458532449807,False,False,False,True,True,
2023-12-25 17:00:00+00:00,21.525,21.525,21.525,21.525,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,40.53140971932764,-54.54641560531288,False,False,False,True,True,
2023-12-26 17:00:00+00:00,21.63,21.81,21.63,21.64,1468.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,48.32992824176375,-44.855788436049814,False,False,True,False,True,
2023-12-27 17:00:00+00:00,21.73,21.79,21.645,21.68,1196.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,54.165711954546474,-36.665204893463574,False,False,True,False,True,
2023-12-28 17:00:00+00:00,21.63,21.715,21.6,21.62,1624.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.255941339851255,-31.64368988169462,False,False,True,False,True,
2023-12-29 17:00:00+00:00,21.59,21.68,21.56,21.6,1420.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.04819500194647,-27.538653536010024,False,False,True,False,True,
2024-01-01 17:00:00+00:00,21.6,21.6,21.6,21.6,0.0,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,57.57636411000995,-23.559646479737424,False,False,True,False,True,
