date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_81,aVWAP_BoS_CHoCH_bull_116,aVWAP_BoS_CHoCH_bull_142,aVWAP_BoS_CHoCH_bull_154,aVWAP_BoS_CHoCH_bear_24,aVWAP_BoS_CHoCH_bear_149,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,326.0121344415,333.7475555667,325.1494120353,325.1784925658,84417803,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,304.4149937559,327.6406441521,300.5860572341,325.0718639538,174012812,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,300.6926858461,313.4978127965,294.4403717787,299.999599868,193141391,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,286.9569819181,304.2882995779,286.5498544905,294.7505641045,180568678,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,298.8121448707,299.0447891151,267.5893485745,283.2443675184,352537899,,,,,,,,,"rgba(239, 83, 80, 0.5)",,288.4820941867667,,0,,,0.0,0.0,0.0,0.0,7.4481418639650965,-42.959178394220494,False,False,False,True,True,
2022-02-04 00:00:00+00:00,296.5632505085,305.4618928556,290.7665314197,299.4809970733,202857381,,,,,,,,,"rgba(239, 83, 80, 0.5)",,291.81138346273184,,0,,,0.0,0.0,0.0,0.0,12.393471222421407,-38.589786928693954,False,False,False,True,True,
2022-02-11 00:00:00+00:00,285.9973244101,302.3696631075,285.2024565752,296.7862012427,176800964,,,,,,,,,"rgba(239, 83, 80, 0.5)",,291.6612953439138,,0,,,0.0,0.0,0.0,0.0,14.496313262269961,-37.0275331035628,False,False,False,True,True,
2022-02-18 00:00:00+00:00,279.6830191314,292.2523876153,278.1045628883,284.766248617,160446684,,,,,,,,,"rgba(239, 83, 80, 0.5)",,290.1667938113329,,0,,,0.0,0.0,0.0,0.0,15.351685351336027,-36.609016928044404,False,False,False,True,True,
2022-02-25 00:00:00+00:00,288.7943542457,289.1051887059,263.7430394699,276.8369411053,168916893,,,,,,,,,"rgba(239, 83, 80, 0.5)",,288.6361626113509,,0,,,0.0,0.0,0.0,0.0,19.51022228843644,-32.98173181538628,False,False,False,True,True,
2022-03-04 00:00:00+00:00,281.5577394694,294.4476559903,278.9399305,285.8802811814,157402366,,,,,,,,,"rgba(239, 83, 80, 0.5)",,288.1642782394736,,0,,,0.0,0.0,0.0,0.0,21.510598547294357,-31.458554028401068,False,False,False,True,True,
2022-03-11 00:00:00+00:00,272.048147703,281.3926086624,262.266575784,280.2658337443,184358475,,,,,,,,,"rgba(239, 83, 80, 0.5)",,278.9651780012209,,0,,,0.0,0.0,0.0,0.0,21.895589862366837,-31.413578996903905,False,False,False,True,True,
2022-03-18 00:00:00+00:00,291.8249902325,292.3786641147,267.9198775286,272.3104142788,175744631,,,,,,,,,"rgba(239, 83, 80, 0.5)",,281.8167117624065,,0,,,0.0,0.0,0.0,0.0,27.3484950609909,-26.46749875501584,False,False,False,True,True,
2022-03-25 00:00:00+00:00,294.9819027188,296.7497737111,286.4533822174,290.3290993929,128192615,,,,,,,,,"rgba(239, 83, 80, 0.5)",,284.0326507800595,,0,,,0.0,0.0,0.0,0.0,31.89478330310805,-22.498248605265367,False,False,False,True,True,
2022-04-01 00:00:00+00:00,300.5574958484,306.9004615516,295.6132852161,295.6132852161,148667745,,,,,,,,301.0237475387,"rgba(239, 83, 80, 0.5)",,291.58916181906295,,0,,,0.0,0.0,0.0,0.0,36.24637346452821,-18.75778969669777,False,False,False,True,True,
2022-04-08 00:00:00+00:00,288.4640926317,306.0845210936,287.7938558269,301.2083054994,143204193,,,,,,,,297.63362235933,"rgba(239, 83, 80, 0.5)",,291.09874732753434,,0,,,0.0,0.0,0.0,0.0,37.51458096408806,-17.948644610841193,False,False,False,True,True,
2022-04-15 00:00:00+00:00,271.8150218579,284.2289731117,271.319629437,283.4324598074,115664768,,,,,,,,291.4334855721862,"rgba(239, 83, 80, 0.5)",,288.29776680726894,,0,,,0.0,0.0,0.0,0.0,36.47030012401826,-17.948644610841193,False,False,False,True,True,
2022-04-22 00:00:00+00:00,266.181147267,284.8992099164,265.5497647697,270.9213727848,124741446,,,,,,,,286.9283968182034,"rgba(239, 83, 80, 0.5)",,285.94779313834937,,0,,,0.0,0.0,0.0,0.0,35.16969599314003,-17.948644610841193,False,False,False,True,True,
2022-04-29 00:00:00+00:00,269.5711855984,282.6456600801,262.266575784,265.4623425778,211924047,,,,,,,,282.53332861350833,"rgba(239, 83, 80, 0.5)",,283.30895669457226,,0,,,0.0,0.0,0.0,0.0,34.934111528283594,-17.948644610841193,False,False,False,True,True,
2022-05-06 00:00:00+00:00,266.8610976486,282.5485243113,263.5002000478,269.7557435591,175633827,,,,,,,,280.3254110930668,"rgba(239, 83, 80, 0.5)",,281.7887525347802,,0,,,0.0,0.0,0.0,0.0,34.47509364180239,-17.948644610841193,False,False,False,True,True,
2022-05-13 00:00:00+00:00,253.6409195137,265.9091671143,242.858849176,262.3248572453,221997169,,,,,,,,275.23368149781265,"rgba(239, 83, 80, 0.5)",,278.09891925248104,,0,,,0.0,0.0,0.0,0.0,32.870382945475775,-17.948644610841193,False,False,False,True,False,
2022-05-20 00:00:00+00:00,245.9247366386,260.6444084449,239.9655214492,252.5092878071,164627282,,,,,,,,271.90842575047,"rgba(239, 83, 80, 0.5)",,268.85311869580755,,0,,,0.0,0.0,0.0,0.0,31.08624149279026,-12.813810317285025,False,False,False,True,False,
2022-05-27 00:00:00+00:00,266.061431102,266.1588038992,246.7718799743,248.7777595969,142680141,,,,,,,,270.70286232715495,"rgba(239, 83, 80, 0.5)",,269.30219038923696,,0,,,0.0,0.0,0.0,0.0,33.54034081549372,-12.813810317285025,False,False,False,True,False,
2022-06-03 00:00:00+00:00,262.9260270318,270.394520578,254.7272375065,265.3700842418,135187036,,,,,,,,270.0185113597856,"rgba(239, 83, 80, 0.5)",,269.45908047738095,,0,,,0.0,0.0,0.0,0.0,34.96661842360536,-12.813810317285025,False,False,False,True,True,
2022-06-10 00:00:00+00:00,246.3434396666,266.9767353958,245.8955247994,264.9124320949,120518929,,,,,,,,268.82052235762063,"rgba(239, 83, 80, 0.5)",,268.4777782847207,,0,,,0.0,0.0,0.0,0.0,34.440061311077876,-12.813810317285025,False,False,False,True,True,
2022-06-17 00:00:00+00:00,241.1437322955,248.5927512822,235.1650425467,238.6704632463,184152944,,,,,,,,253.90200790853743,"rgba(239, 83, 80, 0.5)",,257.3727836362644,,0,,,-1.0,0.0,235.16504,38.0,33.63775107516635,-12.813810317285025,False,False,False,True,True,
2022-06-24 00:00:00+00:00,260.6669781365,260.9396219687,242.9548663236,243.6802936628,115674192,,,,,,,,256.12567203742475,"rgba(239, 83, 80, 0.5)",,258.4012017196743,,0,,,0.0,0.0,0.0,0.0,36.06073796783804,-12.813810317285025,False,False,False,True,True,
2022-07-01 00:00:00+00:00,252.7603070029,261.2512149198,246.2558041491,261.1587107624,126633760,,,,,,,,256.7593755779511,"rgba(239, 83, 80, 0.5)",,258.55791530805516,,0,,,0.0,0.0,0.0,0.0,37.040528618957644,-12.813810317285025,False,False,False,True,True,
2022-07-08 00:00:00+00:00,260.6280290176,261.9863795387,248.0474636178,249.4301573382,87314678,,,,,,,,257.2976885088668,"rgba(239, 83, 80, 0.5)",,258.82154738057,,0,,,0.0,0.0,0.0,0.0,38.81881351956562,-17.02462295409567,False,False,False,True,True,
2022-07-15 00:00:00+00:00,249.9754450026,259.5277164091,239.4786574632,258.6708357936,139761854,,,,,,,,256.8105080942132,"rgba(239, 83, 80, 0.5)",,258.25923518896485,,0,,,0.0,0.0,0.0,0.0,39.063256912611806,-16.667328549929017,False,False,False,True,True,
2022-07-22 00:00:00+00:00,253.5198148211,258.3592428426,246.645295338,252.9258407581,113061843,,,,,,,,256.77284292137875,"rgba(239, 83, 80, 0.5)",,258.110938629911,,0,,,0.0,0.0,0.0,0.0,39.733083757059234,-15.858190907796,False,False,False,True,True,
2022-07-29 00:00:00+00:00,273.3643908929,274.5912881378,243.0132900019,254.1381320834,172010083,,,,,,,,258.00238318643073,"rgba(239, 83, 80, 0.5)",,259.00442345943,,0,,,0.0,0.0,0.0,0.0,42.672728772590226,-12.885284232935462,False,False,False,True,True,
2022-08-05 00:00:00+00:00,275.4773805924,276.3439984876,265.224025046,270.5211052143,102685912,,,,,,,,259.13556940473563,"rgba(239, 83, 80, 0.5)",,259.9151991607086,,0,,,0.0,0.0,0.0,0.0,45.00802398287638,-10.565390568326315,False,False,False,True,True,
2022-08-12 00:00:00+00:00,284.2409323415,284.2409323415,270.3166223402,276.5874304806,109536514,,,,,,,,260.6257824743751,#000000,,261.1604441884406,,0,,,0.0,0.0,0.0,0.0,47.635230397653935,-8.00656671040332,False,False,False,False,True,
2022-08-19 00:00:00+00:00,279.2252566157,286.4512948382,278.6495344372,283.3548398869,92198119,,,,,,281.4420286303666,,268.3460694218532,#000000,,265.7511793877131,,0,,,0.0,1.0,286.4513,69.0,48.88929845658748,-6.785282813721082,False,False,False,False,True,
2022-08-26 00:00:00+00:00,261.6023031491,275.6245534988,261.4949651158,275.2537493838,104858212,,,,,,273.3530022223546,,265.85716389551834,#000000,,263.9980078098649,,0,,,0.0,0.0,0.0,0.0,47.83142747577732,-6.785282813721082,False,False,False,False,True,
2022-09-02 00:00:00+00:00,249.8634255077,260.9290009402,248.3119030264,259.4165104711,113799087,,,,,,265.91483192275007,,263.0698990601422,"rgba(239, 83, 80, 0.5)",,261.83188195438447,,0,,,0.0,0.0,0.0,0.0,45.96862389219117,-6.785282813721082,False,False,False,True,True,
2022-09-09 00:00:00+00:00,258.0601480503,258.8115142834,245.8431282606,250.0000375501,87823670,,,,,,263.3426401023167,,262.03202419100734,"rgba(239, 83, 80, 0.5)",,261.0131546298576,,0,,,0.0,0.0,0.0,0.0,45.64900185364373,-6.785282813721082,False,False,False,True,True,
2022-09-16 00:00:00+00:00,238.8173660812,260.9777909554,236.2048559308,259.3482044499,147336678,,,,,,258.4830170643126,,259.75449537967734,"rgba(239, 83, 80, 0.5)",,259.0992584609271,,0,,,0.0,0.0,0.0,0.0,43.73332659065695,-6.785282813721082,False,False,False,True,False,
2022-09-23 00:00:00+00:00,232.1624080168,241.6667029651,229.5082311935,236.5974203926,147215927,,,,,,253.37842639726364,,257.0398556105816,"rgba(239, 83, 80, 0.5)",,256.71638478314765,,0,,,0.0,0.0,0.0,0.0,41.84732980606505,-2.5803006655659715,False,False,False,True,False,
2022-09-30 00:00:00+00:00,227.2638904973,236.4656873517,227.0980044459,231.308582752,146921666,,,,,,249.33836943003152,,254.64658084648644,"rgba(239, 83, 80, 0.5)",,254.5551294365551,,0,,,0.0,0.0,0.0,0.0,40.12470986745724,-4.302490386816558,False,False,False,True,False,
2022-10-07 00:00:00+00:00,228.5714629029,244.5160398489,227.527356579,229.7131492571,142125397,,,,,,247.05226372596036,,253.0975483505732,"rgba(239, 83, 80, 0.5)",,253.1199964826954,,0,,,0.0,0.0,0.0,0.0,39.07802089974219,-5.378684162472531,False,False,False,True,False,
2022-10-14 00:00:00+00:00,223.0289171836,231.498863811,213.8271203292,227.4102605427,154871905,,,,,,243.7472289708217,,250.8476617079634,"rgba(239, 83, 80, 0.5)",,251.019701771613,,0,,,0.0,0.0,0.0,0.0,37.876929756960514,-6.623294235366011,False,False,False,True,False,
2022-10-21 00:00:00+00:00,236.2607692881,238.026967836,228.6202529181,230.1132273812,122568305,,,,,,242.82829035739445,,250.028747155401,"rgba(239, 83, 80, 0.5)",,250.22793106785497,,0,,,0.0,0.0,0.0,0.0,38.88317278270334,-6.623294235366011,False,False,False,True,False,
2022-10-28 00:00:00+00:00,230.1620173963,244.9649079882,220.3161923421,237.8610817846,223443932,,,,,,241.1690032357827,,248.528422742138,"rgba(239, 83, 80, 0.5)",,242.65664336472906,,0,,,0.0,0.0,0.0,0.0,39.04430788412969,-6.623294235366011,False,False,False,True,False,
2022-11-04 00:00:00+00:00,216.0324290133,230.035163357,208.2660344042,228.1030787576,170779529,218.1112089248333,,,,,238.7881469327339,,239.51043535140582,"rgba(239, 83, 80, 0.5)",,232.2737678954222,,0,,,0.0,0.0,0.0,0.0,37.97867855017822,-6.831681315381907,False,False,False,True,False,
