date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_45,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_84,aVWAP_BoS_CHoCH_bull_118,aVWAP_BoS_CHoCH_bull_134,aVWAP_BoS_CHoCH_bull_176,aVWAP_BoS_CHoCH_bear_53,aVWAP_BoS_CHoCH_bear_159,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,41.0947108657,41.5005845533,40.1445974608,41.1685060816,152250,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,39.9785582249,41.9664168538,39.8125189891,41.4267893374,132835,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,38.5948979264,39.6557041553,37.9312022032,39.6557041553,227056,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,37.109769206,38.4473074946,36.2518998209,38.4380830926,201636,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,36.159655801,38.3458390727,34.9697079443,36.7407931264,279868,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,33.5491500379,37.9005771886,33.3416009931,35.7353333095,487480,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-11 00:00:00+00:00,33.9273505195,36.196553409,33.7059648717,33.9365749214,352249,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,1.6151405634529274,-48.473187436110905,False,False,False,True,True,
2022-02-18 00:00:00+00:00,34.6476971919,35.25929067,33.9434380353,33.9712377388,220972,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,5.556894051635956,-44.813244591485756,False,False,False,True,True,
2022-02-25 00:00:00+00:00,34.8422951167,34.9534939309,33.0260478181,34.517965242,235109,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,9.074920601109131,-41.69758797661213,False,False,False,True,True,
2022-03-04 00:00:00+00:00,35.7596853339,36.3898119477,34.1843687994,34.5364983777,379645,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,14.59189316617153,-36.778318883352455,False,False,False,True,True,
2022-03-11 00:00:00+00:00,35.8338178767,36.9812043079,35.4399887431,35.9728163945,217568,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,36.08500364256667,,0,,,0.0,0.0,0.0,0.0,18.756898991549193,-33.277293971375286,False,False,False,True,True,
2022-03-18 00:00:00+00:00,34.1658356637,35.8986838517,32.2013232794,35.6762862232,1527806,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,34.33747235730375,,0,,,0.0,0.0,0.0,0.0,19.98979730560682,-32.58839590564425,False,False,False,True,True,
2022-03-25 00:00:00+00:00,33.4615765071,35.0183599059,33.3133114215,34.2585013422,370289,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,34.26634493645084,,0,,,0.0,0.0,0.0,0.0,20.300935168489726,-32.58839590564425,False,False,False,True,True,
2022-04-01 00:00:00+00:00,33.8229726532,34.5225985259,33.1001803609,33.3503776929,315969,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,34.20772921919675,,0,,,0.0,0.0,0.0,0.0,21.54567951255894,-31.748456113965002,False,False,False,True,True,
2022-04-08 00:00:00+00:00,32.2013232794,34.0175705781,32.1271907366,33.6005750248,220972,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,34.088962902758816,,0,,,0.0,0.0,0.0,0.0,21.173807457867515,-31.748456113965002,False,False,False,True,True,
2022-04-15 00:00:00+00:00,31.9974587867,32.7017179433,31.9001598243,32.1827901437,181173,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,33.96818094209967,,0,,,0.0,0.0,0.0,0.0,20.772022015460564,-31.748456113965002,False,False,False,True,True,
2022-04-22 00:00:00+00:00,32.6461185362,32.7665839183,31.673128912,31.9696590832,265471,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,33.83059615272019,,0,,,0.0,0.0,0.0,0.0,22.188058970145125,-31.576414276811192,False,False,False,True,True,
2022-04-29 00:00:00+00:00,29.5232851707,32.7573173504,29.3657535173,32.5256531542,470929,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,33.39770448338975,,0,,,0.0,0.0,0.0,0.0,21.162999031710818,-31.576414276811192,False,False,False,True,True,
2022-05-06 00:00:00+00:00,28.5224958429,30.7557386948,28.1240334253,29.4398860601,369383,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,32.99793726077377,,0,,,0.0,0.0,0.0,0.0,19.969184800061942,-31.576414276811192,False,False,False,True,False,
2022-05-13 00:00:00+00:00,28.2355448023,29.3008875423,27.6111944717,28.3093647823,319788,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,32.651417574512394,,0,,,0.0,0.0,0.0,0.0,18.99033009190063,-31.576414276811192,False,False,False,True,False,
