date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_34,aVWAP_BoS_CHoCH_bull_56,aVWAP_BoS_CHoCH_bull_94,aVWAP_BoS_CHoCH_bear_50,aVWAP_BoS_CHoCH_bear_107,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,11.1890815086,11.529674234,10.7790581634,10.9339558716,28682610,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,12.4920445833,12.5558259925,11.1799698787,11.2255280282,52195701,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,13.5307703911,13.626442505,12.1761443749,12.4373748039,53864054,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,12.8018399996,13.9863518857,12.6560539214,13.7676727683,53554112,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,92.64970108739229,43.05167055917552,False,False,True,False,False,
2022-01-28 00:00:00+00:00,13.1571935655,13.6856680993,11.8524081648,12.2733654658,66092340,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,88.27017073195226,39.21312287388605,False,False,True,False,False,
2022-02-04 00:00:00+00:00,14.0865798146,14.5950087626,13.0114074872,13.1754168253,49811034,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.75673918943966,38.1819133484709,False,False,True,False,False,
2022-02-11 00:00:00+00:00,14.4510450103,14.5421613092,12.8109516295,14.0319100352,75111130,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.1368334222842,37.94284156356214,False,False,True,False,False,
2022-02-18 00:00:00+00:00,14.0045751455,14.733505537,13.8633448822,14.4145984907,60912906,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,83.02007267854708,35.25988581344831,False,False,True,False,False,
2022-02-25 00:00:00+00:00,13.9316821064,14.4874915298,13.3758726829,14.4510450103,61777401,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,80.38571634637216,33.066730711199185,False,False,True,False,False,
2022-03-04 00:00:00+00:00,14.6332776081,14.6332776081,13.8679006971,13.9772402558,89994797,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,79.72975984553085,32.74255067370916,False,False,True,False,False,
