date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_52,aVWAP_BoS_CHoCH_bull_116,aVWAP_BoS_CHoCH_bull_296,aVWAP_BoS_CHoCH_bull_406,aVWAP_BoS_CHoCH_bull_510,aVWAP_BoS_CHoCH_bull_833,aVWAP_BoS_CHoCH_bear_141,aVWAP_BoS_CHoCH_bear_252,aVWAP_BoS_CHoCH_bear_867,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,16.4696546012,17.0241353607,16.3836885919,16.3836885919,3307,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,16.5556206104,17.157382675,16.5556206104,16.5842759468,1667,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,16.7275526289,16.8842256807,16.5857087136,16.8842256807,2299,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-06 00:00:00+00:00,16.4768184353,16.8457558915,16.4768184353,16.8457558915,1134,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,82.51805985552986,33.97488820090237,False,False,True,False,False,
2022-01-07 00:00:00+00:00,16.0971352279,16.5430122624,16.0971352279,16.5430122624,2320,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,63.472444549518436,17.487626400640238,False,False,True,False,False,
2022-01-10 00:00:00+00:00,16.2189204076,16.2281617536,16.0899713938,16.2281617536,1621,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,54.28921854487531,10.734770779512111,False,False,True,False,False,
2022-01-11 00:00:00+00:00,15.9466947117,16.1974289053,15.7890903615,15.9395308776,3971,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,45.079989805317496,3.801691861396286,False,False,False,True,False,
2022-01-12 00:00:00+00:00,15.7102881863,16.1114628961,15.7102881863,15.9395308776,6410,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,37.184313032433124,-2.0976217504152004,False,False,False,True,False,
2022-01-13 00:00:00+00:00,15.7675988591,15.7704643928,15.4846274121,15.6243221771,8453,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,33.23216619859338,-4.631783742277442,False,False,False,True,False,
2022-01-14 00:00:00+00:00,16.0899713938,16.0899713938,15.2446389697,15.9108755412,2523,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,36.48371080616353,-4.631783742277442,False,False,False,True,False,
2022-01-18 00:00:00+00:00,15.7031243522,16.1186267302,15.6028306748,15.6601413476,8042,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.24257042471329,-4.631783742277442,False,False,False,True,False,
2022-01-19 00:00:00+00:00,15.9323670435,15.9395308776,15.7102881863,15.8177456979,6256,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,37.42423724039122,-4.631783742277442,False,False,False,True,False,
2022-01-20 00:00:00+00:00,15.760435025,15.760435025,15.2374751356,15.2374751356,1226,,,,,,,,,,15.586115061866664,#000000,,15.586115061866664,,0,,,0.0,0.0,0.0,0.0,37.489719309986725,-4.631783742277442,False,False,False,True,False,
2022-01-21 00:00:00+00:00,15.617158343,15.9395308776,15.617158343,15.760435025,5030,,,,,,,,,,15.697473595612403,#000000,,15.697473595612403,,0,,,0.0,0.0,0.0,0.0,36.483118306606784,-4.631783742277442,False,False,False,True,False,
2022-01-24 00:00:00+00:00,15.8535648684,16.0326607209,15.6708870988,15.9610223799,4944,,,,,,,,,,15.765849689655356,#000000,,15.765849689655356,,0,,,0.0,0.0,0.0,0.0,38.694291727000675,-4.631783742277442,False,False,False,True,False,
