date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bear_17,aVWAP_BoS_CHoCH_bear_51,aVWAP_BoS_CHoCH_bear_70,aVWAP_BoS_CHoCH_bear_100,aVWAP_BoS_CHoCH_bear_121,aVWAP_BoS_CHoCH_bear_151,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-11-18 00:00:00+00:00,9.7,10.055,9.3152,9.83,1803642,13.571202882034179,,,,,,13.571202882034179,"rgba(239, 83, 80, 0.5)",,11.806011243441981,,0,,,0.0,0.0,0.0,0.0,30.682692664279877,-14.811779069054282,False,False,False,True,False,
2022-11-25 00:00:00+00:00,9.77,9.8425,9.23,9.59,1553659,13.480264601226574,,,,,,13.480264601226574,"rgba(239, 83, 80, 0.5)",,11.743263019587888,,0,,,0.0,0.0,0.0,0.0,30.993027254710064,-14.811779069054282,False,False,False,True,False,
2022-12-02 00:00:00+00:00,9.74,10.25,9.56,9.75,1535528,13.399640820543988,,,,,,13.399640820543988,"rgba(239, 83, 80, 0.5)",,11.700624732436074,,0,,,0.0,0.0,0.0,0.0,31.180905105983502,-14.811779069054282,False,False,False,True,False,
2022-12-09 00:00:00+00:00,9.5,9.8,9.16,9.77,868752,13.351084360441773,,,,,,13.351084360441773,"rgba(239, 83, 80, 0.5)",,11.663734853535212,,0,,,0.0,0.0,0.0,0.0,31.035478014975943,-15.037795577854041,False,False,False,True,False,0.0
2022-12-16 00:00:00+00:00,9.06,9.66,8.79,9.42,1620033,13.256521229751199,,,,,,13.256521229751199,"rgba(239, 83, 80, 0.5)",,11.581005372345345,,0,,,0.0,0.0,0.0,0.0,30.429800125697724,-15.876519135563647,False,False,False,True,False,0.0
2022-12-23 00:00:00+00:00,8.71,9.03,8.45,9.03,1480130,13.164880025570788,,,,,,10.947440012785393,"rgba(239, 83, 80, 0.5)",,10.382489231167709,,0,,,-1.0,0.0,8.45,71.0,29.612750905116425,-16.88502532832998,False,False,False,True,False,0.0
2022-12-30 00:00:00+00:00,9.39,9.405,8.46,8.7,2309448,13.039947568103095,,,,,,10.993145992144374,"rgba(239, 83, 80, 0.5)",,10.367837530451862,,0,,,0.0,0.0,0.0,0.0,30.856598083239717,-16.88502532832998,False,False,False,True,False,0.0
2023-01-06 00:00:00+00:00,10.0,10.15,9.34,9.49,1092014,12.99413309960813,,,,,,11.06907580416207,"rgba(239, 83, 80, 0.5)",,10.407759289199713,,0,,,0.0,0.0,0.0,0.0,33.221104080691475,-20.12246006452146,False,False,False,True,True,0.0
2023-01-13 00:00:00+00:00,10.78,11.0398,10.02,10.13,1427382,12.950529309426258,,,,,,11.213479886001133,"rgba(239, 83, 80, 0.5)",,10.503771145415458,,0,,,0.0,0.0,0.0,0.0,36.59359350328203,-16.862731949687635,False,False,False,True,True,0.0
2023-01-20 00:00:00+00:00,10.71,11.05,10.42,10.75,551981,12.93489005204529,,,,,,11.255952573042947,"rgba(239, 83, 80, 0.5)",,10.53443829055966,,0,,,0.0,0.0,0.0,0.0,38.88387318152894,-14.730029732393454,False,False,False,True,True,0.0
2023-01-27 00:00:00+00:00,10.83,11.045,10.41,10.79,1035239,12.906599696846216,,,,,,11.31946490419977,"rgba(239, 83, 80, 0.5)",,10.583152152916036,,0,,,0.0,0.0,0.0,0.0,40.78340225248783,-12.998559168014516,False,False,False,True,True,0.0
2023-02-03 00:00:00+00:00,10.72,11.2899,10.43,10.69,1443423,12.869282717101488,10.8133,,,,,11.193991670369135,"rgba(239, 83, 80, 0.5)",,10.426554032625024,,0,,,0.0,0.0,0.0,0.0,41.93080641654254,-11.983480316086485,False,False,False,True,True,0.0
2023-02-10 00:00:00+00:00,10.08,10.64,10.0,10.62,1047535,12.835700865404405,10.572207289685334,,,,,11.113883477322863,"rgba(239, 83, 80, 0.5)",,10.376558438951854,,0,,,0.0,0.0,0.0,0.0,41.583149412826714,-11.983480316086485,False,False,False,True,True,0.0
2023-02-17 00:00:00+00:00,9.74,10.44,9.0,10.08,1501026,12.779823472505893,10.25427553965647,,,,,10.980565164400494,"rgba(239, 83, 80, 0.5)",,9.909879131892692,,0,,,0.0,0.0,0.0,0.0,40.760819216398914,-11.983480316086485,False,False,False,True,True,0.0
2023-02-24 00:00:00+00:00,9.76,10.15,9.525,9.55,945807,12.74658652044344,10.169496218227948,,,,,10.938869874546219,"rgba(239, 83, 80, 0.5)",,9.895731134695774,,0,,,0.0,0.0,0.0,0.0,40.22773574418362,-11.983480316086485,False,False,False,True,True,0.0
2023-03-03 00:00:00+00:00,9.59,9.83,9.15,9.83,1743731,12.68138899759551,10.000861848178703,,,,,10.845886423746345,"rgba(239, 83, 80, 0.5)",,9.81381351775433,,0,,,0.0,0.0,0.0,0.0,39.54180680779814,-11.983480316086485,True,False,False,True,False,0.0
2023-03-10 00:00:00+00:00,9.39,9.95,9.285,9.66,1492482,12.627956799766721,9.917017927513452,,,,,10.790415040578461,"rgba(239, 83, 80, 0.5)",,9.775022193320085,,0,,,0.0,0.0,0.0,0.0,38.69028576492633,-11.983480316086485,True,False,False,True,False,0.0
2023-03-17 00:00:00+00:00,8.76,9.42,8.73,9.22,1651061,12.56036341058553,9.757875533400203,,,,,10.688244004196521,"rgba(239, 83, 80, 0.5)",,9.66730616559275,,0,,,0.0,0.0,0.0,0.0,37.02224125146985,-9.064416776560364,True,False,False,True,False,0.0
2023-03-24 00:00:00+00:00,9.11,9.42,8.54,8.79,1710990,12.493904839432354,9.648930633354874,,,,,10.608551684430479,"rgba(239, 83, 80, 0.5)",,9.43743752220474,,0,,,0.0,0.0,0.0,0.0,36.92338710743343,-9.22013432806709,True,False,False,True,False,0.0
2023-03-31 00:00:00+00:00,9.28,9.32,8.79,9.15,1205548,12.449952584239176,9.5998319612977,,,,,10.566770469654307,"rgba(239, 83, 80, 0.5)",,9.420330652289461,,0,,,0.0,0.0,0.0,0.0,37.373561124903176,-9.22013432806709,True,False,False,True,False,0.0
2023-04-07 00:00:00+00:00,9.08,9.5,8.925,9.29,841933,12.42027874536641,9.573086868242553,,,,,10.541664038768511,"rgba(239, 83, 80, 0.5)",,9.410866383544759,,0,,,0.0,0.0,0.0,0.0,37.30998480133137,-9.22013432806709,True,False,False,True,False,0.0
2023-04-14 00:00:00+00:00,9.4,9.42,8.9588,9.02,907287,12.389777215331087,9.553459096912576,,,,,10.519928519301802,"rgba(239, 83, 80, 0.5)",,9.408749077340683,,0,,,0.0,0.0,0.0,0.0,38.28134508197251,-9.22013432806709,True,False,False,True,False,0.0
2023-04-21 00:00:00+00:00,9.1,9.42,9.055,9.39,1094106,12.352987656857831,9.52806024724912,,,,,10.49259989679361,"rgba(239, 83, 80, 0.5)",,9.39757065555699,,0,,,0.0,0.0,0.0,0.0,38.34923142085207,-9.22013432806709,True,False,False,True,False,0.0
2023-04-28 00:00:00+00:00,8.88,9.185,8.69,9.1,1024155,12.316397108396824,9.4904630584143,,,,,10.458419548961379,"rgba(239, 83, 80, 0.5)",,9.365410913391608,,0,,,0.0,0.0,0.0,0.0,37.95125473928749,-9.22013432806709,True,False,False,True,False,0.0
2023-05-05 00:00:00+00:00,8.71,8.98,8.18,8.85,1519467,12.258934191867482,9.417783504379363,,,,,9.953317858933664,"rgba(239, 83, 80, 0.5)",,9.072594958038339,,0,,,0.0,-1.0,8.18,86.0,37.32386578222952,-9.472040380017049,True,False,False,True,False,0.0
2023-05-12 00:00:00+00:00,8.35,8.81,8.31,8.68,1545984,12.200197217020419,9.344880208152315,,,,,9.889253096219003,"rgba(239, 83, 80, 0.5)",,9.000210840164211,,0,,,0.0,0.0,0.0,0.0,36.17424209691855,-10.696398775567985,False,False,False,True,False,0.0
2023-05-19 00:00:00+00:00,9.49,9.53,8.31,8.39,1488424,12.154516488612394,9.32836071581956,,,,,9.914535520853864,"rgba(239, 83, 80, 0.5)",,9.046018899840067,,0,,,0.0,0.0,0.0,0.0,38.95401023663605,-10.696398775567985,True,False,False,True,True,0.0
2023-05-26 00:00:00+00:00,10.66,10.7,9.49,9.49,2128037,12.115787823209947,9.415614050286498,,,,,10.064191958526077,"rgba(239, 83, 80, 0.5)",,9.272043228320314,,0,,,0.0,0.0,0.0,0.0,43.598545810767966,-9.816246369268818,True,False,False,True,True,0.0
2023-06-02 00:00:00+00:00,10.29,11.06,9.75,10.88,2475257,12.074668525020224,9.506977728430282,,,,,10.16960413618593,#000000,3.851992525228264,9.447306502969866,0.21876820671665148,0,,,0.0,0.0,0.0,0.0,46.047235371695365,-7.631503149994565,True,False,False,False,True,0.0
2023-06-09 00:00:00+00:00,11.22,11.68,10.18,10.24,1870881,12.05637216490386,9.609852258056135,11.026666666666667,,,,10.423924358808964,#000000,3.746599962536604,9.964763399666161,0.3350335271673873,0,,,0.0,0.0,0.0,0.0,49.5615561408678,-4.453975426313029,True,False,False,False,True,0.0
2023-06-16 00:00:00+00:00,11.13,11.38,10.88,11.32,2004178,12.039365035168586,9.712636057273713,11.080110599606353,,,,10.508935533739974,#000000,3.7006906927766345,10.099969217095701,0.2783347402999157,0,,,0.0,0.0,0.0,0.0,51.85146015119785,-2.4844150362646786,True,False,False,False,True,0.0
2023-06-23 00:00:00+00:00,11.2,11.46,11.03,11.1,1082632,12.0314172017398,9.766104022195197,11.112842583371977,,,,10.552003146748913,#000000,3.6121521472849314,10.167062722590032,0.2859617300966608,0,,,0.0,0.0,0.0,0.0,53.619148426129094,-0.9909122483428021,True,False,False,False,True,0.0
2023-06-30 00:00:00+00:00,11.18,11.495,10.87,11.25,1585237,12.01937214051737,9.835558035276929,11.129517454825525,,,,10.600073001611689,"rgba(38, 166, 154, 1.0)",3.5644655007877843,10.243418432267262,0.2627551220584806,0,,,0.0,0.0,0.0,0.0,54.82666800316656,0.012680036372501036,True,False,True,False,True,0.0
2023-07-07 00:00:00+00:00,10.2,11.345,10.175,11.26,720472,12.010115965842013,9.851651042507168,11.074348376104853,,,,10.596346075148016,#000000,3.5357254285798705,10.243891950184711,-0.012413845778273844,0,,,0.0,0.0,0.0,0.0,53.2337291908314,0.012680036372501036,True,False,False,False,True,0.0
2023-07-14 00:00:00+00:00,9.57,10.29,9.54,10.17,1039885,11.989883869495971,9.850074527312346,10.91475181148184,,,,10.554956308463227,#000000,3.48622647902615,10.19686327946324,-0.17981140446112084,0,,,0.0,0.0,0.0,0.0,50.78960565300684,0.012680036372501036,True,False,False,False,False,0.0
2023-07-21 00:00:00+00:00,9.12,9.66,9.04,9.5,1058313,11.964808632968259,9.832698778843604,10.72919219720821,,,,10.496124077261456,#000000,3.432398095309559,10.126711112648374,-0.2932967227851764,0,,,0.0,0.0,0.0,0.0,48.19704022570711,3.5658056033436765,True,False,False,False,False,0.0
2023-07-28 00:00:00+00:00,9.12,9.21,8.59,9.07,1278412,11.931820807197242,9.80252201783065,10.518223312603402,,,,10.421381052573029,#000000,3.368492795258989,10.036891707399315,-0.2721964282333636,0,,,0.0,0.0,0.0,0.0,46.34520777763588,1.8862331344773082,True,False,False,False,False,0.0
2023-08-04 00:00:00+00:00,9.27,9.39,9.03,9.1,722232,11.915093211400068,9.791385188234358,10.436338408241378,,,,10.391761330440453,"rgba(239, 83, 80, 0.5)",3.311140507356863,10.002493939507946,-0.2212210378509924,0,,,0.0,0.0,0.0,0.0,45.43468841266377,1.0708158226551845,True,False,False,True,False,0.0
2023-08-11 00:00:00+00:00,8.36,9.51,8.32,9.23,1557840,11.87311886778786,9.748644817464188,10.230596507695022,,,,10.308223753499849,"rgba(239, 83, 80, 0.5)",3.285711200043317,9.902736413757731,-0.4695289146950569,0,,,0.0,0.0,0.0,0.0,43.075252102995805,-1.174840795165963,True,False,False,True,False,0.0
2023-08-18 00:00:00+00:00,8.26,8.62,8.1,8.36,988184,11.843718316079105,9.713227222181741,10.095322059677796,,,,10.248460427017084,"rgba(239, 83, 80, 0.5)",3.2741482628077265,9.830793248600498,-0.47975629767403205,0,,,0.0,0.0,0.0,0.0,41.21938886581431,-2.931941233460101,False,False,False,True,False,0.0
2023-08-25 00:00:00+00:00,7.98,8.44,7.9127,8.23,718680,11.821347316984244,9.684718449503508,9.997819515684727,,,,10.203352258396231,"rgba(239, 83, 80, 0.5)",3.23779366541783,9.776447124989541,-0.5548368150129522,0,,,0.0,0.0,0.0,0.0,39.413469040065856,-4.654870018038643,False,False,False,True,False,0.0
2023-09-01 00:00:00+00:00,8.2,8.31,7.92,8.03,713252,11.799600590111874,9.65797335256292,9.911594032901878,,,,10.16213349475549,"rgba(239, 83, 80, 0.5)",3.198468591894149,9.727183255677465,-0.4774732694101774,0,,,0.0,0.0,0.0,0.0,38.81632621877892,-5.24849877760785,False,False,False,True,False,0.0
2023-09-08 00:00:00+00:00,8.56,8.58,8.03,8.18,747216,11.778610930486902,9.635336149074664,9.84092018769041,,,,10.12725002242711,"rgba(239, 83, 80, 0.5)",3.1630993182790363,9.686341796123347,-0.35608802721255095,0,,,0.0,0.0,0.0,0.0,39.4875193623225,-5.24849877760785,False,False,False,True,False,0.0
2023-09-15 00:00:00+00:00,7.83,8.63,7.765,8.58,1186729,11.742751189562766,9.592313864664103,9.719601943513686,,,,10.065000348925375,"rgba(239, 83, 80, 0.5)",3.1511032988462957,9.24856459219619,-0.4501802885089694,0,,,0.0,0.0,0.0,0.0,38.584630909123085,-5.616900850970545,False,False,False,True,False,0.0
2023-09-22 00:00:00+00:00,7.79,8.01,7.55,7.76,1230066,11.70340948674436,9.542050882401755,9.590888622979417,,,,9.996045576576268,"rgba(239, 83, 80, 1.0)",3.1505687917758154,9.142739159326915,-0.4293634733061787,0,,,0.0,0.0,0.0,0.0,37.86858576197744,-6.448215425973373,False,True,False,True,False,0.0
2023-09-29 00:00:00+00:00,8.31,8.38,7.66,7.78,971457,11.675482600878025,9.511444323160417,9.517353615806172,,,,9.954432580762553,"rgba(239, 83, 80, 0.5)",3.138171413390261,9.116277508892587,-0.25692589813681993,0,,,0.0,0.0,0.0,0.0,38.948414429521506,-6.448215425973373,False,False,False,True,False,0.0
2023-10-06 00:00:00+00:00,8.27,8.5,8.11,8.29,876338,11.651892848441937,9.488297807701189,9.464648462726325,,,,9.923178061969768,"rgba(239, 83, 80, 0.5)",3.045437071251837,9.103069174968013,-0.273546671783823,0,,,0.0,0.0,0.0,0.0,39.63487911476968,-6.448215425973373,False,False,False,True,False,0.0
2023-10-13 00:00:00+00:00,7.52,8.25,7.4797,8.18,1092353,11.61826113566098,9.44807498362762,9.37730097884026,,,,9.871502279872377,"rgba(239, 83, 80, 0.5)",2.976149486461622,9.03850897290214,-0.5102260420082301,0,,,0.0,0.0,0.0,0.0,38.644978062373774,-6.448215425973373,False,False,False,True,False,0.0
2023-10-20 00:00:00+00:00,7.83,8.01,7.54,7.54,918724,11.590733372518677,9.416488199818708,9.312228143341848,,,,9.831592155207874,"rgba(239, 83, 80, 0.5)",2.9218268258060767,8.993901628894497,-0.39834723215445805,0,,,0.0,0.0,0.0,0.0,38.89659663971703,-6.448215425973373,False,False,False,True,False,0.0
