date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_410,aVWAP_BoS_CHoCH_bull_768,aVWAP_BoS_CHoCH_bear_143,aVWAP_BoS_CHoCH_bear_239,aVWAP_BoS_CHoCH_bear_472,aVWAP_BoS_CHoCH_bear_747,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-10 15:00:00+00:00,6.6,6.6,6.6,6.6,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 16:00:00+00:00,6.6,6.6,6.6,6.6,200.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-10 17:00:00+00:00,6.6,6.6,6.57,6.57,17.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2025-02-10 18:00:00+00:00,6.57,6.61,6.57,6.61,117.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,20.000000000000178,-80.00000000000026,False,False,False,True,True,
2025-02-10 19:00:00+00:00,6.61,6.61,6.55,6.55,317.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,23.271221532091225,-75.0559006211183,False,False,False,True,True,
2025-02-10 20:00:00+00:00,6.55,6.595,6.54,6.54,621.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.595382168373007,-70.86042934039014,False,False,False,True,True,
2025-02-11 15:00:00+00:00,6.56,6.64,6.56,6.61,380.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,35.28443102007823,-57.584414101059224,False,False,False,True,True,
2025-02-11 16:00:00+00:00,6.61,6.645,6.61,6.645,7.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,45.087272552515635,-45.39144442893963,False,False,False,False,True,
2025-02-11 17:00:00+00:00,6.645,6.655,6.645,6.655,7.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,52.284067227836346,-35.76549853249617,False,False,True,False,True,
2025-02-11 18:00:00+00:00,6.655,6.655,6.62,6.62,16.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,53.05403855574758,-31.9958849254442,False,False,True,False,True,
2025-02-11 19:00:00+00:00,6.62,6.64,6.62,6.64,0.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,55.14665729652268,-26.790760060848868,False,False,True,False,True,
