date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_126,aVWAP_BoS_CHoCH_bear_46,aVWAP_BoS_CHoCH_bear_74,aVWAP_BoS_CHoCH_bear_157,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,9.26,9.6,8.94,9.41,542268,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,10.43,10.6,9.06,9.49,521351,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,10.32,11.07,9.998,10.42,473039,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,97.38531019729024,38.23389588780607,False,False,True,False,True,
2022-01-21 00:00:00+00:00,8.12,9.85,8.05,9.85,607899,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,78.32709143038593,38.377761230099495,False,False,True,False,False,
2022-01-28 00:00:00+00:00,8.18,8.425,7.39,7.85,674556,,,,,,"rgba(38, 166, 154, 0.5)",,7.998333333333334,,0,,,0.0,0.0,0.0,0.0,65.0900788600149,26.39609855375697,False,False,True,False,False,
2022-02-04 00:00:00+00:00,8.23,8.62,7.82,8.08,566489,,,,,,"rgba(38, 166, 154, 0.5)",,8.101037123284545,,0,,,0.0,0.0,0.0,0.0,55.958921853808846,18.548772401228675,False,False,True,False,False,
2022-02-11 00:00:00+00:00,10.41,10.5637,8.25,8.26,508382,,,,,,"rgba(38, 166, 154, 0.5)",,8.577676748520135,,0,,,0.0,0.0,0.0,0.0,57.80053052186722,18.548772401228675,False,False,True,False,False,
2022-02-18 00:00:00+00:00,8.76,10.31,8.76,10.22,348892,,,,,,"rgba(38, 166, 154, 0.5)",,8.693899301202533,,0,,,0.0,0.0,0.0,0.0,54.44456979524204,18.548772401228675,False,False,True,False,False,
2022-02-25 00:00:00+00:00,9.69,9.71,8.0891,8.76,290163,,,,,,"rgba(38, 166, 154, 0.5)",,8.750891708164431,,0,,,0.0,0.0,0.0,0.0,54.15295624975769,18.548772401228675,False,False,True,False,False,
2022-03-04 00:00:00+00:00,11.66,11.84,9.55,9.55,732205,,,,,,"rgba(38, 166, 154, 0.5)",,9.282509186460116,,0,,,0.0,0.0,0.0,0.0,57.09405385973267,18.548772401228675,False,False,True,False,False,
2022-03-11 00:00:00+00:00,13.81,14.27,11.53,11.88,1730834,,,,,13.203333333333333,"rgba(38, 166, 154, 0.5)",,11.942320040344049,,0,,,0.0,0.0,0.0,0.0,61.39663160865193,18.548772401228675,False,False,True,False,False,
2022-03-18 00:00:00+00:00,12.29,13.97,10.87,13.82,960349,,,,,12.908337226912229,"rgba(38, 166, 154, 0.5)",,11.934891982087898,,0,,,0.0,0.0,0.0,0.0,61.56254018641988,18.548772401228675,False,False,True,False,False,
2022-03-25 00:00:00+00:00,12.6,13.96,11.87,12.27,724935,,,,,12.887469066739888,"rgba(38, 166, 154, 0.5)",,12.026960650632123,,0,,,0.0,0.0,0.0,0.0,62.00582433276412,18.548772401228675,False,False,True,False,False,
2022-04-01 00:00:00+00:00,12.67,12.89,11.93,12.52,504894,,,,,12.83714690833217,"rgba(38, 166, 154, 0.5)",,12.049488153793263,,0,,,0.0,0.0,0.0,0.0,62.39813473542394,18.548772401228675,False,False,True,False,True,
2022-04-08 00:00:00+00:00,11.77,13.17,11.0601,12.75,665911,,,,,12.715618132322401,"rgba(38, 166, 154, 0.5)",,12.020612906517247,,0,,,0.0,0.0,0.0,0.0,61.04831214613344,18.548772401228675,False,False,True,False,True,
2022-04-15 00:00:00+00:00,12.17,12.37,11.415,11.67,439688,,,,,12.65170946197481,"rgba(38, 166, 154, 0.5)",,12.006451396037175,,0,,,0.0,0.0,0.0,0.0,60.58122247846998,18.548772401228675,False,False,True,False,True,
2022-04-22 00:00:00+00:00,9.68,12.13,9.64,12.12,719210,,,,,12.380291714105493,"rgba(38, 166, 154, 0.5)",,11.835138556692783,,0,,,0.0,0.0,0.0,0.0,56.595201495020945,18.548772401228675,False,False,True,False,True,
