date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_53,aVWAP_BoS_CHoCH_bear_48,aVWAP_BoS_CHoCH_bear_86,aVWAP_BoS_CHoCH_bear_240,aVWAP_BoS_CHoCH_bear_455,aVWAP_BoS_CHoCH_bear_606,aVWAP_BoS_CHoCH_bear_724,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,33.88,34.15,32.82,33.06,138147,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,32.82,34.45,32.48,34.37,127852,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,31.41,32.72,31.21,32.58,106619,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,30.26,31.2,30.09,30.53,169533,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,30.13,30.53,29.97,30.45,76583,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-10 00:00:00+00:00,29.77,30.06,29.3,29.63,97859,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-11 00:00:00+00:00,29.87,30.36,29.44,29.92,109327,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,1.1037716406947973,-48.9882093293631,False,False,False,True,True,
2022-01-12 00:00:00+00:00,30.0,30.22,29.64,29.67,66006,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,3.2967495302578427,-47.03930024396891,False,False,False,True,True,
2022-01-13 00:00:00+00:00,29.28,30.232,29.24,30.19,42741,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,4.205691759772261,-46.36626070941388,False,False,False,True,True,
2022-01-14 00:00:00+00:00,29.35,30.28,29.06,29.76,85101,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,5.518793870591639,-45.31051752185163,False,False,False,True,True,
