date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_75,aVWAP_BoS_CHoCH_bull_462,aVWAP_BoS_CHoCH_bull_692,aVWAP_BoS_CHoCH_bear_88,aVWAP_BoS_CHoCH_bear_126,aVWAP_BoS_CHoCH_bear_253,aVWAP_BoS_CHoCH_bear_300,aVWAP_BoS_CHoCH_bear_413,aVWAP_BoS_CHoCH_bear_441,aVWAP_BoS_CHoCH_bear_720,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,7.85,7.979,7.611,7.611,119830,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,8.321,8.42,7.9,7.949,286876,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,8.0,8.587,7.87,8.4,252459,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,85.71775269991507,-7.128989200339731,False,False,True,False,True,
2022-01-06 00:00:00+00:00,8.167,8.3,7.9,8.2,175300,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.00866736705215,-7.128989200339731,False,False,True,False,True,
2022-01-07 00:00:00+00:00,8.15,8.199,7.959,8.0,95265,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,74.06425540154561,-7.128989200339731,False,False,True,False,True,
2022-01-10 00:00:00+00:00,7.9,8.07,7.71,8.001,169153,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.23375989145659,-7.128989200339731,False,False,True,False,True,
2022-01-11 00:00:00+00:00,8.5,8.6,7.903,8.074,294547,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,66.43874450059644,-7.128989200339731,False,False,True,False,True,
2022-01-12 00:00:00+00:00,8.628,8.799,8.5,8.6,230481,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,68.14495146715876,-7.128989200339731,False,False,True,False,True,
2022-01-13 00:00:00+00:00,8.362,8.688,8.206,8.637,156206,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.32747918365283,-7.128989200339731,False,False,True,False,True,
2022-01-14 00:00:00+00:00,8.6,8.65,8.32551,8.35,258121,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,65.33415216736877,-7.128989200339731,False,False,True,False,True,
2022-01-18 00:00:00+00:00,8.9,9.09,8.612,8.879,390118,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,67.21964259986203,-7.128989200339731,False,False,True,False,True,
2022-01-19 00:00:00+00:00,9.198,9.2,8.75,8.978,361178,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.93735591691669,-6.255850964248083,False,False,True,False,True,
2022-01-20 00:00:00+00:00,9.019,9.53,8.999,9.1,337572,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,69.46906235281135,-4.462679697201409,False,False,True,False,True,
2022-01-21 00:00:00+00:00,8.56,9.14,8.33,8.7,423468,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,64.500959152952,-4.462679697201409,False,False,True,False,True,
2022-01-24 00:00:00+00:00,8.291,8.308,7.57,8.2,464828,,,,,,,,,,,8.056333333333333,#000000,,8.056333333333333,,0,,,0.0,0.0,0.0,0.0,59.076665446223146,-4.462679697201409,False,False,True,False,False,
2022-01-25 00:00:00+00:00,8.75,8.787,7.901,8.22,339308,,,,,,,,,,,8.234819664003767,#000000,,8.234819664003767,,0,,,0.0,0.0,0.0,0.0,58.54889958838692,-4.462679697201409,False,False,True,False,False,
2022-01-26 00:00:00+00:00,8.728,9.2,8.531,9.11,384949,,,,,,,,,,,8.424155387545886,#000000,,8.424155387545886,,0,,,0.0,0.0,0.0,0.0,58.01791868189758,-4.462679697201409,False,False,True,False,False,
2022-01-27 00:00:00+00:00,8.6,9.16,8.466,8.855,284404,,,,,,,,,,,8.48550384631307,#000000,,8.48550384631307,,0,,,0.0,0.0,0.0,0.0,56.592280584777924,-4.462679697201409,False,False,True,False,False,
2022-01-28 00:00:00+00:00,8.75,8.988,8.457,8.667,205250,,,,,,,,,,,8.515600793412993,#000000,,8.515600793412993,,0,,,0.0,0.0,0.0,0.0,56.68773220620339,-4.462679697201409,False,False,True,False,False,
2022-01-31 00:00:00+00:00,9.079,9.16,8.653,8.854,362990,,,,,,,,,,,8.595319712034915,#000000,,8.595319712034915,,0,,,0.0,0.0,0.0,0.0,58.77277330132365,-4.462679697201409,False,False,True,False,False,
2022-02-01 00:00:00+00:00,9.6,9.6,8.883,8.915,591416,,,,,,,,,,,8.767294887419164,#000000,,8.767294887419164,,0,,,0.0,0.0,0.0,0.0,62.593369822824414,0.016590294739017963,False,False,True,False,True,
2022-02-02 00:00:00+00:00,10.2,10.4,9.321,9.8,1157338,,,,,,,,,,,9.135633144641462,#000000,,9.135633144641462,,0,,,0.0,0.0,0.0,0.0,67.12013467216094,5.151645859051129,False,False,True,False,True,
2022-02-03 00:00:00+00:00,10.7,10.8,9.805,9.98,866946,,,,,,,,,,,9.377500685249307,#000000,,9.377500685249307,,0,,,0.0,0.0,0.0,0.0,71.36600211680876,9.798573146853272,False,False,True,False,True,
2022-02-04 00:00:00+00:00,10.6,11.4,10.5,10.9,969052,,,,,,,,,,,9.628239564362403,#000000,,9.628239564362403,,0,,,0.0,0.0,0.0,0.0,73.32086749929206,12.190364332152235,False,False,True,False,True,
2022-02-07 00:00:00+00:00,11.0,11.0,10.4,10.9,588737,,,,,,,,,,,9.73923466117091,#000000,,9.73923466117091,,0,,,0.0,0.0,0.0,0.0,75.58381747374068,14.877336481994888,False,False,True,False,True,
