date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_158,aVWAP_BoS_CHoCH_bear_24,aVWAP_BoS_CHoCH_bear_52,aVWAP_BoS_CHoCH_bear_74,aVWAP_BoS_CHoCH_bear_96,aVWAP_BoS_CHoCH_bear_150,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,12.56,12.895,11.73,12.61,18308714,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,11.65,12.96,11.51,12.75,19923335,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,10.98,11.74,10.685,11.49,24266312,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,9.85,11.11,9.77,10.7,19533594,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,9.2,10.22,8.57,9.25,31340930,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.33,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,9.73,10.8399,9.21,9.22,29500526,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.619292832874786,,0,,,0.0,0.0,0.0,0.0,4.511775753634286,-45.734961982892585,False,False,False,True,True,
2022-02-11 00:00:00+00:00,9.27,10.08,9.1091,9.26,23094624,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.582718813354955,,0,,,0.0,0.0,0.0,0.0,7.156771460177605,-43.419667781446016,False,False,False,True,True,
2022-02-18 00:00:00+00:00,9.62,10.495,9.03,9.08,18687200,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.606806573861864,,0,,,0.0,0.0,0.0,0.0,11.374701046445445,-39.67582707111652,False,False,False,True,True,
2022-02-25 00:00:00+00:00,9.79,9.8,8.31,9.38,17298890,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.43127471315465,,0,,,0.0,0.0,0.0,0.0,15.433371443234433,-36.18567500545532,False,False,False,True,True,
2022-03-04 00:00:00+00:00,9.74,11.495,9.65,10.53,32455970,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.833807317500467,,0,,,0.0,0.0,0.0,0.0,18.22601989783719,-33.95572375972259,False,False,False,True,True,
2022-03-11 00:00:00+00:00,10.98,11.9582,9.82,9.88,35288524,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.148030233402295,,0,,,0.0,0.0,0.0,0.0,26.181420043805783,-26.8321098651284,False,False,False,True,True,
2022-03-18 00:00:00+00:00,11.75,11.945,9.435,10.95,27554229,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.303006069035433,,0,,,0.0,0.0,0.0,0.0,34.2757973948336,-19.770143719366338,False,False,False,True,True,
