date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_112,aVWAP_BoS_CHoCH_bull_164,aVWAP_BoS_CHoCH_bull_357,aVWAP_BoS_CHoCH_bear_60,aVWAP_BoS_CHoCH_bear_170,aVWAP_BoS_CHoCH_bear_240,aVWAP_BoS_CHoCH_bear_303,aVWAP_BoS_CHoCH_bear_422,aVWAP_BoS_CHoCH_bear_635,aVWAP_BoS_CHoCH_bear_711,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,879.0,930.0,869.16,870.0,151,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,906.0,930.0,879.0,879.0,33,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-05 00:00:00+00:00,900.0,999.0,900.0,960.0,155,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,93.45238095238096,23.809523809523853,False,False,True,False,True,
2022-01-06 00:00:00+00:00,894.03,927.0,894.0,902.94,105,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,84.34760468854634,23.809523809523853,False,False,True,False,True,
2022-01-07 00:00:00+00:00,897.0,911.7,892.59,906.0,58,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,79.27424265141592,23.809523809523853,False,False,True,False,False,
2022-01-10 00:00:00+00:00,897.0,915.0,891.0,915.0,32,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,75.89200129332896,23.809523809523853,False,False,True,False,False,
2022-01-11 00:00:00+00:00,849.0,909.0,819.0,897.0,274,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,59.04616192298827,29.34489968886399,False,False,True,False,False,
2022-01-12 00:00:00+00:00,861.0,879.0,855.0,867.0,52,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,51.50582427732422,22.341617679673135,False,False,False,False,False,
2022-01-13 00:00:00+00:00,813.0,858.96,807.0,849.0,42,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,41.68441786907115,13.13284506959338,False,False,False,True,False,
2022-01-14 00:00:00+00:00,828.0,857.64,807.0,819.0,17,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.242589064402445,9.807485825141818,False,False,False,True,False,
2022-01-18 00:00:00+00:00,828.0,870.0,816.0,840.0,33,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.948036527956646,7.186002729085644,False,False,False,True,False,
2022-01-19 00:00:00+00:00,825.0,843.0,816.0,840.0,50,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,34.124501613226684,4.697450440822394,False,False,False,True,False,
2022-01-20 00:00:00+00:00,804.0,819.18,798.0,808.41,48,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,31.101156714751973,0.89276252927813,False,False,False,True,False,
2022-01-21 00:00:00+00:00,750.0,804.0,750.0,804.0,46,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,26.289547642139595,-4.610245263429462,False,False,False,True,False,
2022-01-24 00:00:00+00:00,606.0,750.0,594.0,750.0,107,,,,,,,,,,,650.0,#000000,,650.0,,0,,,0.0,0.0,0.0,0.0,20.329216320991346,-11.08458161606012,False,False,False,True,False,
2022-01-25 00:00:00+00:00,651.0,744.0,621.0,744.0,45,,,,,,,,,,,656.5131578947369,#000000,,656.5131578947369,,0,,,0.0,0.0,0.0,0.0,20.798851650817056,-11.449041337915837,False,False,False,True,False,
2022-01-26 00:00:00+00:00,630.0,831.0,615.0,681.0,490,,,,,,,,,,,683.5981308411215,#000000,,683.5981308411215,,0,,,0.0,0.0,0.0,0.0,20.608242526717145,-12.696113126765837,False,False,False,True,False,
2022-01-27 00:00:00+00:00,633.0,675.0,633.0,654.0,35,,,,,,,,,,,681.7060561299852,#000000,,681.7060561299852,,0,,,0.0,0.0,0.0,0.0,20.76850010320395,-13.719923279051493,False,False,False,True,False,
2022-01-28 00:00:00+00:00,654.0,654.0,615.0,648.0,15,,,,,,,,,,,680.8236994219653,#000000,,680.8236994219653,,0,,,0.0,0.0,0.0,0.0,22.895769887309857,-13.719923279051493,False,False,False,True,False,
2022-01-31 00:00:00+00:00,633.0,678.0,633.0,660.0,13,,,,,,,,,,,680.2184397163121,#000000,,680.2184397163121,,0,,,0.0,0.0,0.0,0.0,23.608855167941897,-13.719923279051493,False,False,False,True,False,
2022-02-01 00:00:00+00:00,636.0,666.0,633.0,648.0,58,,,,,,,,,,,677.5412844036697,#000000,,677.5412844036697,,0,,,0.0,0.0,0.0,0.0,24.386477630585155,-13.719923279051493,False,False,False,True,False,
2022-02-02 00:00:00+00:00,648.0,652.56,636.0,636.0,6,,,,,,,,,,,677.2914434330299,#000000,,677.2914434330299,,0,,,0.0,0.0,0.0,0.0,26.152249019892132,-13.719923279051493,False,False,False,True,False,
2022-02-03 00:00:00+00:00,646.5,654.0,639.0,648.0,3,,,,,,,,,,,677.1717875647669,#000000,,677.1717875647669,,0,,,0.0,0.0,0.0,0.0,27.261159597569986,-13.719923279051493,False,False,False,True,False,
2022-02-04 00:00:00+00:00,636.0,660.0,636.0,659.91,8,,,,,,,,,,,676.8315641025641,#000000,,676.8315641025641,,0,,,0.0,0.0,0.0,0.0,27.504715293203517,-13.719923279051493,False,False,False,True,True,
2022-02-07 00:00:00+00:00,636.0,660.0,615.0,660.0,30,,,,,,,,,,,675.3563209876543,#000000,,675.3563209876543,,0,,,0.0,0.0,0.0,0.0,27.667085756959203,-13.719923279051493,False,False,False,True,True,
2022-02-08 00:00:00+00:00,643.5,651.0,630.0,630.0,34,,,,,,,,,,,673.9924407582938,#000000,,673.9924407582938,,0,,,0.0,0.0,0.0,0.0,28.77816131640458,-13.719923279051493,False,False,False,True,True,
2022-02-09 00:00:00+00:00,648.72,651.0,636.0,639.0,13,,,,,,,,,,,673.5562893815636,#000000,,673.5562893815636,,0,,,0.0,0.0,0.0,0.0,30.231764051978246,-13.719923279051493,False,False,False,True,True,
2022-02-10 00:00:00+00:00,640.53,648.0,639.0,639.0,7,,,,,,,,,,,673.3047569444444,#000000,,673.3047569444444,,0,,,0.0,0.0,0.0,0.0,30.639931760649052,-13.719923279051493,False,False,False,True,True,
2022-02-11 00:00:00+00:00,639.0,651.0,639.0,651.0,10,,,,,,,,,,,672.9580205949657,#000000,,672.9580205949657,,0,,,0.0,0.0,0.0,0.0,30.803764049184934,-13.719923279051493,False,False,False,True,True,
2022-02-14 00:00:00+00:00,642.0,651.0,630.0,638.43,15,,,,,,,,,,,672.4187964004499,#000000,,672.4187964004499,,0,,,0.0,0.0,0.0,0.0,31.41315337309944,-13.719923279051493,False,False,False,True,True,
2022-02-15 00:00:00+00:00,639.0,651.0,627.0,648.6,28,,,,,,,,,,,671.398375136314,#000000,,671.398375136314,,0,,,0.0,0.0,0.0,0.0,31.564821196765106,-13.719923279051493,False,False,False,True,True,
2022-02-16 00:00:00+00:00,660.0,723.45,636.0,647.97,53,,,,,,,,,,,671.4940824742267,#000000,,671.4940824742267,,0,,,0.0,0.0,0.0,0.0,35.13392269385132,-13.719923279051493,False,False,False,True,True,
2022-02-17 00:00:00+00:00,675.0,684.0,657.0,675.0,24,,,,,,,,,,,671.5062977867202,#000000,,671.5062977867202,,0,,,0.0,0.0,0.0,0.0,39.57474658703008,-15.452464581766044,False,False,False,True,True,
2022-02-18 00:00:00+00:00,716.79,716.79,660.0,663.0,11,,,,,,,,,,,671.7947462686566,#000000,,671.7947462686566,,0,,,0.0,0.0,0.0,0.0,46.781809660022695,-8.770572665089887,False,False,False,False,True,
2022-02-22 00:00:00+00:00,684.0,714.0,678.0,714.0,48,,,,,,,,,,,672.7157834757834,#000000,,672.7157834757834,,0,,,0.0,0.0,0.0,0.0,48.000065817371606,-7.864307203708911,False,False,False,False,True,
2022-02-23 00:00:00+00:00,693.0,694.23,660.0,684.0,13,,,,,,,,,,,672.8340056285176,#000000,,672.8340056285176,,0,,,0.0,0.0,0.0,0.0,49.645025365085694,-6.41018857325205,False,False,True,False,True,
2022-02-24 00:00:00+00:00,678.0,714.0,678.0,692.97,52,,,,,,,,,,,673.6324239713773,#000000,,673.6324239713773,,0,,,0.0,0.0,0.0,0.0,49.24897257688232,-6.41018857325205,False,False,False,False,True,
2022-02-25 00:00:00+00:00,678.0,702.0,678.0,702.0,11,,,,,,,,,,,673.7529229406553,#000000,,673.7529229406553,,0,,,0.0,0.0,0.0,0.0,48.98493738474675,-6.41018857325205,False,False,False,False,True,
2022-02-28 00:00:00+00:00,690.0,699.0,675.03,699.0,18,,,,,,,,,,,673.9766608544027,#000000,,673.9766608544027,,0,,,0.0,0.0,0.0,0.0,50.10935725317721,-5.6221380849461795,False,False,False,False,True,
2022-03-01 00:00:00+00:00,693.0,696.0,681.0,696.0,10,,,,,,,,,,,674.115151253241,#000000,,674.115151253241,,0,,,0.0,0.0,0.0,0.0,51.18278365954987,-4.358764571063389,False,False,True,False,True,
2022-03-02 00:00:00+00:00,717.0,783.0,693.0,693.0,73,,,,,,,,,,,704.2456219512194,#000000,,704.2456219512194,,0,,,0.0,0.0,0.0,0.0,54.26516923507065,-1.2474048513258253,False,False,True,False,True,
2022-03-03 00:00:00+00:00,738.0,750.0,720.0,723.0,15,,,,,,,,,,,705.0242207009858,#000000,,705.0242207009858,,0,,,0.0,0.0,0.0,0.0,58.00483563525263,2.353870673613663,False,False,True,False,True,
