date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_59,aVWAP_BoS_CHoCH_bull_96,aVWAP_BoS_CHoCH_bull_113,aVWAP_BoS_CHoCH_bull_152,aVWAP_BoS_CHoCH_bull_164,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,56.6201119892,57.7671294514,56.2501063562,56.8051148057,1168304,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,55.306591992,57.5451260716,54.3630776279,56.5646111442,2422020,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,57.2213711428,58.1648855069,54.3815779095,54.7608336834,2753181,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,17.418866230791238,-93.5471655769781,False,False,False,True,True,
2022-01-21 00:00:00+00:00,56.3241074828,59.746659588,56.165097562,57.0733688896,2131729,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,25.77867363522452,-84.69194089297835,False,False,False,True,True,
2022-01-28 00:00:00+00:00,54.8163345283,57.2028708611,52.8183041101,55.3250922737,2492638,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,27.79246979726185,-81.4641170018812,False,False,False,True,True,
2022-02-04 00:00:00+00:00,55.9726021314,57.5728764941,54.700707768,54.7330832609,1262493,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,32.99300359616042,-74.69261324631186,False,False,False,True,True,
2022-02-11 00:00:00+00:00,53.3121896043,58.2943874785,52.9870586344,56.5091102993,5036565,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,32.42628259104555,-73.18621517015427,False,False,False,True,True,
2022-02-18 00:00:00+00:00,47.6363318158,54.2179115918,45.1932048135,53.2285844977,4202141,,,,,,,"rgba(239, 83, 80, 0.5)",,49.015816073699995,,0,,,0.0,0.0,0.0,0.0,28.239719090678754,-73.18621517015427,False,False,False,True,True,
2022-02-25 00:00:00+00:00,48.4816723375,48.9182767827,45.6669670839,48.2308570178,3233011,,,,,,,"rgba(239, 83, 80, 0.5)",,48.438867375730624,,0,,,0.0,0.0,0.0,0.0,26.747478430199706,-73.18621517015427,False,False,False,True,True,
2022-03-04 00:00:00+00:00,53.0892426535,53.3214790605,48.0543573485,48.2587253867,2585584,,,,,,,"rgba(239, 83, 80, 0.5)",,49.22570763670885,,0,,,0.0,0.0,0.0,0.0,31.650050097477745,-66.86811362906477,False,False,False,True,True,
