date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_109,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,14.8587097768,15.172796325,14.8375693361,15.0217931768,280765103,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,16.1935776064,16.332168514,14.9644119805,14.9644119805,467243670,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,16.741781641,16.7725796205,16.101183668,16.2551735653,323111368,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,16.390684675,16.9265695178,16.2890513427,16.7602604287,281529147,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,95.04765045018952,45.31848206619479,False,False,True,False,False,
2022-01-28 00:00:00+00:00,15.5283412498,16.6185897231,14.5120079272,16.1319816474,625507138,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,84.11154248828109,35.183566220457166,False,False,True,False,False,
2022-02-04 00:00:00+00:00,14.8323069137,15.7316079143,14.7707109548,15.3805109483,529662918,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,72.84258106066704,25.127538464043795,False,False,True,False,False,
2022-02-11 00:00:00+00:00,14.8631048932,15.1834038797,14.5582048964,14.8076685301,286866634,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,64.95147515558004,18.560927295726486,False,False,True,False,False,
2022-02-18 00:00:00+00:00,14.7029553999,15.0632917598,14.5058483313,14.8045887322,286042830,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,58.632800716561825,13.545473958241587,False,False,True,False,False,
2022-02-25 00:00:00+00:00,14.7275937835,14.8486298428,13.9514847008,14.641359441,264116947,,,"rgba(38, 166, 154, 0.5)",,14.509236109033335,,0,,,0.0,0.0,0.0,0.0,54.260369643643656,10.333178346083834,False,False,True,False,False,
2022-03-04 00:00:00+00:00,14.7029553999,14.8415463076,14.2717836873,14.5304867149,263494093,,,#000000,,14.557275508609589,,0,,,0.0,0.0,0.0,0.0,51.02381789259607,8.066966595090726,False,False,False,False,False,
2022-03-11 00:00:00+00:00,14.2841028791,14.699875602,14.1301129818,14.5797634821,301166695,,,#000000,,14.48971769887995,,0,,,0.0,0.0,0.0,0.0,46.95822554073966,4.856578689041697,False,False,False,False,False,
2022-03-18 00:00:00+00:00,14.3025816668,14.3826564134,14.0500382351,14.3025816668,290879181,,,"rgba(239, 83, 80, 0.5)",,14.42616564882469,,0,,,0.0,0.0,0.0,0.0,44.17545651313431,2.7573464785125594,False,False,False,True,False,
2022-03-25 00:00:00+00:00,14.6844766123,14.6844766123,14.2225069202,14.3025816668,206716905,,,"rgba(239, 83, 80, 0.5)",,14.442424208493804,,0,,,0.0,0.0,0.0,0.0,44.50899409651291,2.7573464785125594,False,False,False,True,False,
2022-04-01 00:00:00+00:00,14.7707109548,14.875424085,14.407294797,14.7830301466,260289917,,,"rgba(239, 83, 80, 0.5)",,14.482132559153603,,0,,,0.0,0.0,0.0,0.0,45.22130794840815,2.7573464785125594,False,False,False,True,False,
2022-04-08 00:00:00+00:00,14.8692644891,14.930860448,14.4996887354,14.6906362081,275946163,,,#000000,,14.524277163014286,,0,,,0.0,0.0,0.0,0.0,46.27280479433449,2.7573464785125594,False,False,False,False,False,
2022-04-15 00:00:00+00:00,16.163174025,16.4084735879,15.3727498575,15.4053710774,379112814,,,#000000,,14.77071214353015,,0,,,0.0,0.0,0.0,0.0,51.91728676169123,2.7573464785125594,False,False,False,False,True,
2022-04-22 00:00:00+00:00,16.1466303464,16.8331930097,15.9563780421,16.0721837925,309893565,,,"rgba(38, 166, 154, 0.5)",,15.634988349716759,,0,,,0.0,0.0,0.0,0.0,55.86283377602085,-3.8697075503784504,False,False,True,False,True,
2022-04-29 00:00:00+00:00,15.6006889515,16.4485524814,15.5593297549,16.3492904096,326881796,,,"rgba(38, 166, 154, 0.5)",,15.573162278513662,,0,,,0.0,0.0,0.0,0.0,56.06851734921722,-3.704414605569468,False,False,True,False,True,
2022-05-06 00:00:00+00:00,16.5684941515,16.6346688661,15.6006889515,15.7164947019,297818345,,,"rgba(38, 166, 154, 0.5)",,15.658891940953811,,0,,,0.0,0.0,0.0,0.0,58.80820045445623,-0.9927799332137681,False,False,True,False,True,
2022-05-13 00:00:00+00:00,16.4113292045,16.5768487092,15.9150188455,16.527134955,230897627,,,"rgba(38, 166, 154, 0.5)",,15.712697082548612,,0,,,0.0,0.0,0.0,0.0,60.10684976864154,0.3665152337330966,False,False,True,False,True,
2022-05-20 00:00:00+00:00,16.8745522063,17.0978918678,16.2748438558,16.4857757584,215312056,,,"rgba(38, 166, 154, 0.5)",,15.802020673943979,,0,,,0.0,0.0,0.0,0.0,62.078956902846,2.4293974671642573,False,False,True,False,True,
2022-05-27 00:00:00+00:00,17.6107459055,17.8092700491,16.8910958849,16.9820861174,199460847,,17.437037279833334,"rgba(38, 166, 154, 0.5)",,16.432856595871396,,0,,,0.0,0.0,0.0,130.0,64.8562694998061,5.275099833006074,False,False,True,False,True,
2022-06-03 00:00:00+00:00,17.2881441721,17.7596390132,17.2054257789,17.5280275123,152326198,,17.42867983274228,"rgba(38, 166, 154, 0.5)",,16.48468814188315,,0,,,0.0,0.0,0.0,0.0,65.53081412486225,6.114821991723268,False,False,True,False,True,
2022-06-10 00:00:00+00:00,17.1144355464,17.5321634319,17.0648045105,17.3046878507,126239018,,17.378095780844756,"rgba(38, 166, 154, 0.5)",,16.502072890762634,,0,,,0.0,0.0,0.0,0.0,65.3306141171864,6.177262472417198,False,False,True,False,True,
2022-06-17 00:00:00+00:00,16.0308245959,16.9489987601,15.4435240045,16.8745522063,303337867,,16.897880533507838,"rgba(38, 166, 154, 0.5)",,16.28712323467065,,0,,,0.0,0.0,0.0,0.0,61.634468765605874,6.177262472417198,False,False,True,False,True,
2022-06-24 00:00:00+00:00,17.3625907259,17.4204936012,16.1052711498,16.2500283378,195276825,,16.910858047627055,"rgba(38, 166, 154, 0.5)",,16.394834802918542,,0,,,0.0,0.0,0.0,0.0,61.73723097067656,6.177262472417198,False,False,True,False,True,
2022-07-01 00:00:00+00:00,17.6272895841,17.689328379,16.9903579567,17.3295033687,156104365,,16.983181169366564,"rgba(38, 166, 154, 0.5)",,16.499389921465482,,0,,,0.0,0.0,0.0,0.0,62.257749294911505,6.177262472417198,False,False,True,False,True,
2022-07-08 00:00:00+00:00,17.43496932,17.6529064365,17.1847461806,17.4783964764,114007311,,17.02351010989553,"rgba(38, 166, 154, 0.5)",,16.555492202317694,,0,,,0.0,0.0,0.0,0.0,62.06554470470948,6.177262472417198,False,False,True,False,True,
2022-07-15 00:00:00+00:00,17.2421787938,17.4852625007,16.8021134624,17.3595295489,125461075,,17.037499599101025,"rgba(38, 166, 154, 0.5)",,16.587206976566545,,0,,,0.0,0.0,0.0,0.0,61.3602499864907,6.177262472417198,False,False,True,False,True,
2022-07-22 00:00:00+00:00,15.4232420907,17.4852625007,15.2891269421,17.2924719746,273952913,,16.87580343668988,"rgba(38, 166, 154, 0.5)",,16.490658898615273,,0,,,0.0,0.0,0.0,0.0,56.66708985845005,6.177262472417198,False,False,True,False,False,
2022-07-29 00:00:00+00:00,15.7417655687,15.8004409462,15.2388337614,15.4064776972,197745370,,16.738305560341328,"rgba(38, 166, 154, 0.5)",,16.399896499953606,,0,,,0.0,0.0,0.0,0.0,54.00904994907137,11.563997980512255,False,False,True,False,False,
2022-08-05 00:00:00+00:00,15.3813311068,15.8172053398,15.1633939903,15.8004409462,177251483,,16.625672811466668,#000000,,16.324394693650873,,0,,,0.0,0.0,0.0,0.0,51.42326116855855,8.941627492946381,False,False,False,False,False,
2022-08-12 00:00:00+00:00,15.3142735325,15.4274331891,15.0795720224,15.3897133036,194189870,,16.507168971408976,#000000,,16.24285548585259,,0,,,0.0,0.0,0.0,0.0,49.447546947903575,6.928477800452427,False,False,False,False,False,
2022-08-19 00:00:00+00:00,15.4483886811,15.6747079944,15.2388337614,15.2472159582,147837505,,16.44128291973308,#000000,,16.1989276297976,,0,,,0.0,0.0,0.0,0.0,48.36962108590063,5.763949931329975,False,False,False,False,False,
2022-08-26 00:00:00+00:00,14.9957500545,15.3645667132,14.9622212674,15.3478023196,145792288,,16.363780035021307,#000000,,16.14402711533297,,0,,,0.0,0.0,0.0,0.0,46.677740203671,3.982752734936561,False,False,False,False,False,
2022-09-02 00:00:00+00:00,14.4089962793,15.0208966449,14.383849689,14.9286924802,171652848,,16.251130808816438,"rgba(239, 83, 80, 0.5)",,16.06016922690433,,0,,,0.0,0.0,0.0,0.0,44.38558081744351,1.6334221913107214,False,False,False,True,False,
