date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_33,aVWAP_BoS_CHoCH_bull_90,aVWAP_BoS_CHoCH_bull_133,aVWAP_BoS_CHoCH_bear_28,aVWAP_BoS_CHoCH_bear_39,aVWAP_BoS_CHoCH_bear_136,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,90.2711335756,91.8223559375,89.7076061832,90.4212518687,5765344,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,95.7337714629,96.7262201783,90.7548480756,90.7548480756,9923803,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2022-01-14 00:00:00+00:00,97.9104867127,98.3775214023,94.2409284372,96.5260624542,8096553,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2022-01-21 00:00:00+00:00,91.747296791,97.9104867127,91.3318861144,97.7270087989,6815239,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,86.40575083142537,37.14918633283179,False,False,True,False,False,
2022-01-28 00:00:00+00:00,91.8974150841,95.8255104198,87.4063761492,89.6539805929,11430482,,,,,,,,"rgba(38, 166, 154, 0.5)",,91.7097672177,,0,,,0.0,0.0,0.0,0.0,76.86230156124124,28.685221070665676,False,False,True,False,False,
2022-02-04 00:00:00+00:00,98.6944377988,99.7903847374,89.8624782222,90.7548480756,11270491,,,,,,,,"rgba(38, 166, 154, 0.5)",,93.89724085527332,,0,,,0.0,0.0,0.0,0.0,75.05446693170487,27.774249223736106,False,False,True,False,False,
2022-02-11 00:00:00+00:00,99.9621033848,103.5983020396,98.6944377988,99.0864133418,12975841,,,,,,,,"rgba(38, 166, 154, 0.5)",,98.5709131132412,,0,,,0.0,0.0,0.0,0.0,74.34715813483568,27.74978534631606,False,False,True,False,False,
2022-02-18 00:00:00+00:00,96.1191355786,100.3491527663,95.5124398863,99.6834727706,10879528,,,,,,,,"rgba(38, 166, 154, 0.5)",,97.89942033862515,,0,,,0.0,0.0,0.0,0.0,70.02871621139953,24.137145306841674,False,False,True,False,False,
2022-02-25 00:00:00+00:00,95.048991788,96.2876621597,88.6028500577,95.9421826683,9183841,,,,,,,,"rgba(38, 166, 154, 0.5)",,96.81114969454777,,0,,,0.0,0.0,0.0,0.0,66.06390809265602,20.865347994883905,False,False,True,False,False,
2022-03-04 00:00:00+00:00,89.6814201773,94.1894219607,88.2405179082,91.7037391515,11543326,,,,,,,,"rgba(38, 166, 154, 0.5)",,95.46404750887729,,0,,,0.0,0.0,0.0,0.0,59.72725064540796,15.330790402255246,False,False,True,False,False,
