date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_286,aVWAP_BoS_CHoCH_bull_394,aVWAP_BoS_CHoCH_bull_523,aVWAP_BoS_CHoCH_bull_623,aVWAP_BoS_CHoCH_bull_768,aVWAP_BoS_CHoCH_bear_146,aVWAP_BoS_CHoCH_bear_774,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,214.04,224.25,214.03,221.7,11327.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,221.17,224.385,219.56,222.445,6237.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-03 17:00:00+00:00,222.445,223.33,221.13,223.33,2465.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,
2025-02-03 18:00:00+00:00,223.115,224.1,219.58,222.42,8532.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,86.72681108530054,38.05412997677048,False,False,True,False,False,
2025-02-03 19:00:00+00:00,222.02,226.06,221.4,225.58,9347.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,85.95741795323073,38.05412997677048,False,False,True,False,False,
2025-02-03 20:00:00+00:00,225.525,227.425,224.76,226.78,25024.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,86.51637462451546,38.05412997677048,False,False,True,False,True,
2025-02-04 15:00:00+00:00,208.0,209.62,202.48,202.53,27948.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.80970480281581,18.135877423479187,False,False,True,False,False,
2025-02-04 16:00:00+00:00,202.495,209.3,202.46,205.05,17550.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.48407232914608,7.592943232050018,False,False,False,True,False,
2025-02-04 17:00:00+00:00,204.97,205.26,199.27,202.06,17353.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,39.80111458737017,0.33485332896950126,False,False,False,True,False,
2025-02-04 18:00:00+00:00,202.025,205.08,201.89,202.32,11766.0,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,33.61548078197221,-4.101651228787588,False,False,False,True,False,
2025-02-04 19:00:00+00:00,202.39,202.92,198.455,198.81,15904.0,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.5444532357623,-8.037448021455958,False,False,False,True,False,
2025-02-04 20:00:00+00:00,198.62,206.53,197.85,206.53,23969.0,,,,,,,,203.63666666666663,"rgba(38, 166, 154, 1.0)",,203.63666666666663,,0,,,0.0,0.0,0.0,0.0,31.92768827192762,-8.037448021455958,False,False,False,True,False,
2025-02-05 15:00:00+00:00,213.87,215.85,211.01,214.49,9026.0,,,,,,,,206.41235429610546,"rgba(38, 166, 154, 1.0)",,206.41235429610546,,0,,,0.0,0.0,0.0,0.0,38.75826318733337,-8.037448021455958,False,False,False,True,True,
2025-02-05 16:00:00+00:00,214.375,218.2,214.375,218.14,9820.0,,,,,,,,208.81893565339251,"rgba(38, 166, 154, 1.0)",,208.81893565339251,,0,,,0.0,0.0,0.0,0.0,44.95405506178125,-19.795075279110858,False,False,False,True,True,
2025-02-05 17:00:00+00:00,218.14,219.98,217.55,217.925,17231.0,,,,,,,,211.59274164806982,"rgba(38, 166, 154, 1.0)",,211.59274164806982,,0,,,0.0,0.0,0.0,0.0,48.95432861189225,-15.822247856555165,False,False,False,False,True,
2025-02-05 18:00:00+00:00,217.58,217.87,209.68,209.785,17142.0,,,,,,,,211.7820121651034,"rgba(239, 83, 80, 1.0)",,211.7820121651034,,0,,,0.0,0.0,0.0,0.0,47.35054672928895,-15.822247856555165,False,False,False,False,True,
2025-02-05 19:00:00+00:00,209.785,211.79,209.03,211.585,19145.0,,,,,,,,211.5871805438773,"rgba(239, 83, 80, 1.0)",,211.5871805438773,,0,,,0.0,0.0,0.0,0.0,47.26807383992562,-15.822247856555165,False,False,False,True,True,
