date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_69,aVWAP_BoS_CHoCH_bull_222,aVWAP_BoS_CHoCH_bull_490,aVWAP_BoS_CHoCH_bull_595,aVWAP_BoS_CHoCH_bull_766,aVWAP_BoS_CHoCH_bull_817,aVWAP_BoS_CHoCH_bear_97,aVWAP_BoS_CHoCH_bear_172,aVWAP_BoS_CHoCH_bear_475,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2025-02-03 15:00:00+00:00,83.87,85.175,83.75,85.125,5159.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2025-02-03 16:00:00+00:00,85.105,85.65,84.87,85.18,5398.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,
2025-02-03 17:00:00+00:00,85.19,85.27,84.835,85.015,8647.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.2857142857148,-39.999999999998195,False,False,True,False,True,
2025-02-03 18:00:00+00:00,85.015,85.36,84.815,85.24,5854.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,71.08019118428045,-39.999999999998195,False,False,True,False,True,
2025-02-03 19:00:00+00:00,85.245,85.385,85.19,85.355,10002.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,71.7414263636082,-36.43758085055292,False,False,True,False,True,
2025-02-03 20:00:00+00:00,85.355,85.41,85.06,85.24,28256.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,67.0452820679827,-36.43758085055292,False,False,True,False,True,
2025-02-04 15:00:00+00:00,84.515,84.895,84.51,84.655,14126.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,53.404137806429304,-36.43758085055292,False,False,False,False,True,
2025-02-04 16:00:00+00:00,84.69,85.23,84.69,85.025,10928.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,51.2086594719249,-36.43758085055292,False,False,False,False,True,
2025-02-04 17:00:00+00:00,85.025,85.15,84.86,85.07,12974.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,50.399404363975236,-36.43758085055292,False,False,False,False,True,
2025-02-04 18:00:00+00:00,85.07,85.12,84.87,84.875,10737.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,47.38001183746568,-36.43758085055292,False,False,False,True,True,
2025-02-04 19:00:00+00:00,84.88,85.16,84.88,85.07,12541.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,48.230586048642834,-35.360643893270066,False,False,False,True,True,
2025-02-04 20:00:00+00:00,85.085,85.145,84.695,84.85,37601.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,46.18882778373698,-33.6443826922797,False,False,False,True,True,
2025-02-05 15:00:00+00:00,85.195,85.515,84.92,85.17,6149.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,48.76701617248456,-27.725552265192626,False,False,False,False,True,
2025-02-05 16:00:00+00:00,85.165,85.395,85.115,85.12,7996.0,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,49.8631837423844,-23.54128781023841,False,False,False,False,True,
2025-02-05 17:00:00+00:00,85.115,85.385,84.905,85.32,12289.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,52.74916682505217,-18.0313421672977,False,False,True,False,True,
2025-02-05 18:00:00+00:00,85.335,85.585,85.31,85.51,8457.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,56.41487594196748,-12.221647563805249,False,False,True,False,True,
2025-02-05 19:00:00+00:00,85.52,85.71,85.51,85.545,5782.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,59.16613500330423,-7.627902756961895,False,False,True,False,True,
2025-02-05 20:00:00+00:00,85.545,85.97,85.545,85.765,14749.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,62.79605353413252,-2.5100236916815604,False,False,True,False,True,
2025-02-06 15:00:00+00:00,86.115,86.39,85.96,86.18,4929.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,67.65618717114234,3.428634412709144,False,False,True,False,True,
2025-02-06 16:00:00+00:00,86.17,86.395,86.05,86.26,5275.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,71.27596782974908,7.945794774916308,False,False,True,False,True,
2025-02-06 17:00:00+00:00,86.235,86.365,86.205,86.35,3004.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,74.118168889546,11.611305661231121,False,False,True,False,True,
2025-02-06 18:00:00+00:00,86.335,86.375,85.975,85.98,6862.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,70.24181390479752,11.611305661231121,False,False,True,False,True,
2025-02-06 19:00:00+00:00,85.965,86.18,85.825,86.08,5409.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,68.43134553743134,11.611305661231121,False,False,True,False,False,
2025-02-06 20:00:00+00:00,86.08,86.43,86.075,86.42,15660.0,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,69.4694541270058,11.611305661231121,False,False,True,False,False,
2025-02-07 15:00:00+00:00,86.8,86.96,86.06,86.2,9468.0,,,,,,,,,,86.40666666666665,"rgba(38, 166, 154, 1.0)",,86.40666666666665,,0,,,0.0,0.0,0.0,0.0,67.24510596475577,11.611305661231121,False,False,True,False,False,
2025-02-07 16:00:00+00:00,86.2,86.6,85.98,86.25,2570.0,,,,,,,,,,86.37891288696903,"rgba(38, 166, 154, 1.0)",,86.37891288696903,,0,,,0.0,0.0,0.0,0.0,66.13820067145512,11.611305661231121,False,False,True,False,False,
2025-02-07 17:00:00+00:00,86.19,86.39,86.08,86.18,4324.0,,,,,,,,,,86.336035936927,"rgba(38, 166, 154, 1.0)",,86.336035936927,,0,,,0.0,0.0,0.0,0.0,64.42911931035269,11.611305661231121,False,False,True,False,False,
2025-02-07 18:00:00+00:00,86.18,86.41,86.15,86.15,5083.0,,,,,,,,,,86.31248294085646,"rgba(38, 166, 154, 1.0)",,86.31248294085646,,0,,,0.0,0.0,0.0,0.0,62.85245046652278,11.611305661231121,False,False,True,False,False,
2025-02-07 19:00:00+00:00,86.14,86.45,86.13,86.255,12057.0,,,,,,,,,,86.30019287405726,"rgba(38, 166, 154, 1.0)",,86.30019287405726,,0,,,0.0,0.0,0.0,0.0,62.8498979246051,11.611305661231121,False,False,True,False,False,
2025-02-07 20:00:00+00:00,86.26,86.45,86.12,86.17,16016.0,,,,,,,,,,86.28288046770871,"rgba(38, 166, 154, 1.0)",,86.28288046770871,,0,,,0.0,0.0,0.0,0.0,61.45790454658118,17.898401140528932,False,False,True,False,False,
2025-02-10 15:00:00+00:00,85.39,85.55,84.68,84.995,7666.0,,,,,,,,,,86.12095385072747,"rgba(239, 83, 80, 1.0)",,86.12095385072747,,0,,,0.0,0.0,0.0,0.0,50.59636407214984,7.4937826270707575,False,False,False,False,False,
2025-02-10 16:00:00+00:00,84.995,85.16,84.8,85.04,10320.0,,,,,,,,,,85.94958261732639,"rgba(239, 83, 80, 1.0)",,85.94958261732639,,0,,,0.0,0.0,0.0,0.0,43.86304965573546,1.4503329651238133,False,False,False,True,False,
2025-02-10 17:00:00+00:00,85.05,85.08,84.76,85.02,6306.0,,,,,,,,,,85.86446748408075,"rgba(239, 83, 80, 1.0)",,85.86446748408075,,0,,,0.0,0.0,0.0,0.0,39.26683568969956,-2.548237493824871,False,False,False,True,False,
2025-02-10 18:00:00+00:00,85.05,85.335,85.05,85.28,6971.0,,,,,,,,,,85.80899695885583,"rgba(239, 83, 80, 1.0)",,85.80899695885583,,0,,,0.0,0.0,0.0,0.0,39.32952561039379,-2.548237493824871,False,False,False,True,False,
2025-02-10 19:00:00+00:00,85.27,85.525,85.225,85.41,10437.0,,,,,,,,,,85.76067468409012,"rgba(239, 83, 80, 1.0)",,85.76067468409012,,0,,,0.0,0.0,0.0,0.0,40.7873605111483,-2.548237493824871,False,False,False,True,False,
2025-02-10 20:00:00+00:00,85.41,85.49,84.95,85.04,27842.0,,,,,,,,,,85.62020782238648,"rgba(239, 83, 80, 1.0)",,85.62020782238648,,0,,,0.0,0.0,0.0,0.0,39.08683891961992,-3.058342482767671,False,False,False,True,False,
2025-02-11 15:00:00+00:00,85.04,85.105,84.46,84.61,16666.0,,,,,,,,,,85.51028390531904,"rgba(239, 83, 80, 1.0)",,85.51028390531904,,0,,,0.0,0.0,0.0,0.0,35.65204078514502,-6.621726609199442,False,False,False,True,False,
2025-02-11 16:00:00+00:00,84.635,84.72,84.445,84.71,12014.0,,,,,,,,,,85.43829391724199,"rgba(239, 83, 80, 1.0)",,85.43829391724199,,0,,,0.0,0.0,0.0,0.0,34.505770592940415,-8.04471412126221,False,False,False,True,False,
2025-02-11 17:00:00+00:00,84.69,84.975,84.635,84.79,8450.0,,,,,,,,,,85.40376172183451,"rgba(239, 83, 80, 1.0)",,85.40376172183451,,0,,,0.0,0.0,0.0,0.0,34.68053558835711,-8.327552322444959,False,False,False,True,False,
2025-02-11 18:00:00+00:00,84.79,85.04,84.74,84.975,8075.0,,,,,,,,,,85.379898852464,"rgba(239, 83, 80, 1.0)",,85.379898852464,,0,,,0.0,0.0,0.0,0.0,36.90985615406223,-8.327552322444959,False,False,False,True,False,
2025-02-11 19:00:00+00:00,84.975,85.415,84.925,85.26,16240.0,,,,,,,,,,85.36371338744078,"rgba(239, 83, 80, 1.0)",,85.36371338744078,,0,,,0.0,0.0,0.0,0.0,41.22264266420022,-8.327552322444959,False,False,False,True,True,
