date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_221,aVWAP_BoS_CHoCH_bull_506,aVWAP_BoS_CHoCH_bull_640,aVWAP_BoS_CHoCH_bull_835,aVWAP_BoS_CHoCH_bull_876,aVWAP_BoS_CHoCH_bear_118,aVWAP_BoS_CHoCH_bear_248,aVWAP_BoS_CHoCH_bear_524,aVWAP_BoS_CHoCH_bear_615,aVWAP_BoS_CHoCH_bear_782,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2022-01-03 00:00:00+00:00,27.79,27.95,27.307,27.94,1833814,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-04 00:00:00+00:00,27.62,28.03,27.27,27.89,2737846,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-05 00:00:00+00:00,27.01,28.08,26.77,27.64,8981434,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-06 00:00:00+00:00,26.72,27.43,26.26,27.35,3991558,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-07 00:00:00+00:00,27.02,27.23,26.58,26.74,3272737,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,8.364756158873817,-42.33230685436567,False,False,False,True,True,
2022-01-10 00:00:00+00:00,26.38,27.04,25.9017,26.99,3583600,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,10.84106927102784,-40.52706184371747,False,False,False,True,True,
2022-01-11 00:00:00+00:00,27.76,27.9,25.92,26.51,12414286,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,25.6231840473787,-27.40480583825419,False,False,False,True,True,
2022-01-12 00:00:00+00:00,27.34,27.8,26.79,27.75,5064479,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.986927914396915,-21.723276165336287,False,False,False,True,True,
2022-01-13 00:00:00+00:00,26.75,27.63,26.72,27.32,3234541,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.143984702119226,-20.78333940916791,False,False,False,True,True,
2022-01-14 00:00:00+00:00,27.08,27.5,26.43,26.84,4557728,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.523757722276876,-18.36578849284454,False,False,False,True,True,
2022-01-18 00:00:00+00:00,26.6,27.2277,26.235,26.62,5965655,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,38.76318935814392,-18.36578849284454,False,False,False,True,True,
2022-01-19 00:00:00+00:00,25.58,26.88,25.555,26.66,4469709,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,35.81332909751875,-18.36578849284454,False,False,False,True,True,
2022-01-20 00:00:00+00:00,24.92,25.72,24.9,25.67,5125597,,,,,,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,32.40379783178388,-18.36578849284454,False,False,False,True,False,
