date,Open,High,Low,Close,Volume,aVWAP_BoS_CHoCH_bull_212,aVWAP_BoS_CHoCH_bear_123,aVWAP_BoS_CHoCH_bear_267,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2023-12-14 17:00:00+00:00,14.915,14.98,14.835,14.895,3000.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2023-12-15 17:00:00+00:00,14.865,14.945,14.825,14.875,1000.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2023-12-18 17:00:00+00:00,14.515,14.545,14.32,14.405,400.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2023-12-19 17:00:00+00:00,14.59,14.635,14.485,14.6,1333.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,10.340764018462153,-40.69331238338406,False,False,False,True,True,
2023-12-20 17:00:00+00:00,14.56,14.605,14.425,14.43,2096.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,14.822313267210074,-37.28036390061867,False,False,False,True,True,
2023-12-21 17:00:00+00:00,14.335,14.415,14.28,14.4,204.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,17.459074937431517,-35.50707580093503,False,False,False,True,True,
2023-12-22 17:00:00+00:00,14.315,14.355,14.245,14.27,2225.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,17.872023870419063,-35.50707580093503,False,False,False,True,True,
2023-12-25 17:00:00+00:00,14.27,14.27,14.27,14.27,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,18.147323159077427,-35.48814659687356,False,False,False,True,True,
2023-12-26 17:00:00+00:00,14.64,14.675,14.475,14.495,100.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.917519349805257,-28.473741358933207,False,False,False,True,True,
2023-12-27 17:00:00+00:00,14.455,14.485,14.335,14.335,287.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,28.5690440002096,-26.395424955003747,False,False,False,True,True,
2023-12-28 17:00:00+00:00,14.21,14.27,13.995,14.025,731.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,27.117551335745844,-26.395424955003747,False,False,False,True,True,
2023-12-29 17:00:00+00:00,13.955,14.065,13.9,13.91,6149.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,25.291584680500847,-26.395424955003747,False,False,False,True,False,
2024-01-01 17:00:00+00:00,13.91,13.91,13.91,13.91,0.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,24.074273577004185,-26.395424955003747,False,False,False,True,False,
2024-01-02 17:00:00+00:00,13.875,13.99,13.765,13.815,4600.0,,,,,"rgba(239, 83, 80, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,22.541023183536364,-22.051511520948914,False,False,False,True,False,
2024-01-03 17:00:00+00:00,14.13,14.225,14.115,14.185,9325.0,,,,,"rgba(38, 166, 154, 1.0)",,,,0,,,0.0,0.0,0.0,0.0,29.699707233645867,-26.171258522175826,False,False,False,True,True,
