date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_93,aVWAP_BoS_CHoCH_bull_158,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,4.75,4.76,4.19,4.52,673140,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,4.54,4.9,4.3597,4.64,395404,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,4.17,4.48,4.0,4.44,417134,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,3.85,4.42,3.84,4.1,422841,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,3.44,3.95,3.25,3.87,640701,,,,"rgba(239, 83, 80, 0.5)",,3.5466666666666673,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,3.38,3.76,3.37,3.475,393939,,,,"rgba(239, 83, 80, 0.5)",,3.530167507538855,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-11 00:00:00+00:00,3.53,3.62,3.34,3.38,503235,,,,"rgba(239, 83, 80, 0.5)",,3.5192051109485494,,0,,,0.0,0.0,0.0,0.0,3.4208327582017177,-46.76624403326244,False,False,False,True,True,
2022-02-18 00:00:00+00:00,3.54,3.9,3.33,3.53,691282,,,,"rgba(239, 83, 80, 0.5)",,3.5411592543728414,,0,,,0.0,0.0,0.0,0.0,6.077550814427543,-44.39512283933458,False,False,False,True,True,
2022-02-25 00:00:00+00:00,3.6,3.64,3.26,3.53,444282,,,,"rgba(239, 83, 80, 0.5)",,3.5343192569570507,,0,,,0.0,0.0,0.0,0.0,9.264306630335739,-41.59391730396571,False,False,False,True,True,
2022-03-04 00:00:00+00:00,4.03,4.05,3.56,3.77,683318,,,,"rgba(239, 83, 80, 0.5)",,3.604687732832612,,0,,,0.0,0.0,0.0,0.0,18.260110864887118,-33.37184829805582,False,False,False,True,True,
2022-03-11 00:00:00+00:00,4.52,4.88,4.07,4.09,1024735,,,,"rgba(239, 83, 80, 0.5)",,4.15087143945487,,0,,,0.0,0.0,0.0,0.0,29.045950479218853,-23.742750960140512,False,False,False,True,True,
2022-03-18 00:00:00+00:00,4.59,4.6,3.77,4.48,741218,,,,"rgba(239, 83, 80, 0.5)",,4.1519651627092236,,0,,,0.0,0.0,0.0,0.0,37.22681923405629,-16.851330810724583,False,False,False,True,True,
2022-03-25 00:00:00+00:00,4.32,4.82,4.23,4.7,514759,,,,"rgba(239, 83, 80, 0.5)",,4.182342332800601,,0,,,0.0,0.0,0.0,0.0,40.83721985516234,-14.361886967661412,False,False,False,True,True,
2022-04-01 00:00:00+00:00,4.12,4.415,3.97,4.3,405091,,,,"rgba(239, 83, 80, 0.5)",,4.170557168080506,,0,,,0.0,0.0,0.0,0.0,42.032717774859144,-14.008764329530486,False,False,False,True,True,
2022-04-08 00:00:00+00:00,4.35,4.419,4.08,4.23,409651,,,,"rgba(239, 83, 80, 0.5)",,4.174075387897582,,0,,,0.0,0.0,0.0,0.0,44.565177604627905,-12.165343813769987,False,False,False,True,True,
2022-04-15 00:00:00+00:00,4.57,4.61,4.275,4.53,504848,,,,#000000,,4.2003842294520215,,0,,,0.0,0.0,0.0,0.0,47.75884406675691,-9.568712313913778,False,False,False,False,True,
2022-04-22 00:00:00+00:00,4.01,4.72,3.79,4.61,884742,,,,#000000,,4.188193388181524,,0,,,0.0,0.0,0.0,0.0,46.662071446880994,-9.568712313913778,False,False,False,False,True,
2022-04-29 00:00:00+00:00,3.53,3.92,3.45,3.9,833002,,,,"rgba(239, 83, 80, 0.5)",,4.1132818191174545,,0,,,0.0,0.0,0.0,0.0,43.83289659618684,-9.568712313913778,False,False,False,True,True,
2022-05-06 00:00:00+00:00,3.43,3.64,3.3226,3.4,624100,,,,"rgba(239, 83, 80, 0.5)",,4.055100891175251,,0,,,0.0,0.0,0.0,0.0,41.4432785748221,-9.568712313913778,False,False,False,True,False,
2022-05-13 00:00:00+00:00,3.08,3.49,3.07,3.35,817415,,,,"rgba(239, 83, 80, 0.5)",,3.968206234708032,,0,,,0.0,0.0,0.0,0.0,38.557299870859616,-2.8722618160861586,False,False,False,True,False,
2022-05-20 00:00:00+00:00,3.09,3.2,2.94,3.15,573040,,,,"rgba(239, 83, 80, 0.5)",,3.631279032403613,,0,,,0.0,0.0,0.0,0.0,36.56550779401887,-4.7117280598733515,False,False,False,True,False,
