date,Close,High,Low,Open,Volume,aVWAP_BoS_CHoCH_bull_57,aVWAP_BoS_CHoCH_bull_101,aVWAP_BoS_CHoCH_bull_122,aVWAP_BoS_CHoCH_bear_52,aVWAP_BoS_CHoCH_bear_96,Peaks_Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,MA_Cross_Count,MA_Avg_Deviation_Z,MA_Oscillation_Score,BoS,CHoCH,BoS_CHoCH_Price,BoS_CHoCH_Break_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI
2021-12-31 00:00:00+00:00,55.8,58.32,51.12,57.6,1237458,,,,,,,#000000,,,,0,,,0.0,0.0,0.0,0.0,,,False,False,False,False,False,
2022-01-07 00:00:00+00:00,51.48,61.02,50.04,57.2058,917599,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,
2022-01-14 00:00:00+00:00,48.42,52.2,45.18,50.94,738537,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-21 00:00:00+00:00,34.2,48.24,32.76,47.7,1111684,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-01-28 00:00:00+00:00,32.04,35.82,28.08,31.4712,1492070,,,,,,,"rgba(239, 83, 80, 0.5)",,31.979999999999997,,0,,,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,
2022-02-04 00:00:00+00:00,34.2,38.88,32.04,34.02,879285,,,,,,,"rgba(239, 83, 80, 0.5)",,33.11463066474653,,0,,,0.0,0.0,0.0,0.0,2.763830480696319,-47.38731649871676,False,False,False,True,True,
2022-02-11 00:00:00+00:00,30.78,36.18,30.6,34.56,810313,,,,,,,"rgba(239, 83, 80, 0.5)",,32.963189044237176,,0,,,0.0,0.0,0.0,0.0,4.348380503973071,-46.002781789397766,False,False,False,True,True,
2022-02-18 00:00:00+00:00,28.8,32.76,28.08,30.96,580308,,,,,,,"rgba(239, 83, 80, 0.5)",,32.48758811858449,,0,,,0.0,0.0,0.0,0.0,5.289287081877415,-45.26098085388755,False,False,False,True,True,
2022-02-25 00:00:00+00:00,33.3,34.38,23.4,28.44,1343062,,,,,,,"rgba(239, 83, 80, 0.5)",,31.14392515785387,,0,,,0.0,0.0,0.0,0.0,10.282293581664085,-40.68487171801965,False,False,False,True,True,
2022-03-04 00:00:00+00:00,26.82,34.38,26.64,32.76,921646,,,,,,,"rgba(239, 83, 80, 0.5)",,30.721702028114628,,0,,,0.0,0.0,0.0,0.0,12.536932708097268,-38.857608255256025,False,False,False,True,True,
2022-03-11 00:00:00+00:00,27.54,30.24,25.74,26.82,639902,,,,,,,"rgba(239, 83, 80, 0.5)",,30.315775666583143,,0,,,0.0,0.0,0.0,0.0,14.695555123808099,-37.12245529284899,False,False,False,True,True,
2022-03-18 00:00:00+00:00,38.88,39.06,24.66,27.72,1742914,,,,,,,"rgba(239, 83, 80, 0.5)",,31.518224377435892,,0,,,0.0,0.0,0.0,0.0,22.709894204115145,-29.84221276842169,False,False,False,True,True,
2022-03-25 00:00:00+00:00,36.72,42.66,35.46,38.16,1294430,,,,,,,"rgba(239, 83, 80, 0.5)",,34.57167660129425,,0,,,0.0,0.0,0.0,0.0,27.766462603925042,-25.584341457125937,False,False,False,True,True,
2022-04-01 00:00:00+00:00,36.18,42.1398,34.38,36.72,761468,,,,,,,"rgba(239, 83, 80, 0.5)",,34.78406344329245,,0,,,0.0,0.0,0.0,0.0,31.21160681347761,-22.886749716473,False,False,False,True,True,
2022-04-08 00:00:00+00:00,32.4,38.52,30.78,36.36,655801,,,,,,,"rgba(239, 83, 80, 0.5)",,34.48689861037433,,0,,,0.0,0.0,0.0,0.0,32.560683056866786,-22.119759118364964,False,False,False,True,True,
2022-04-15 00:00:00+00:00,31.14,35.1,30.96,31.5,483634,,,,,,,"rgba(239, 83, 80, 0.5)",,34.22454417676793,,0,,,0.0,0.0,0.0,0.0,33.17813265174958,-21.908603711382703,False,False,False,True,True,
2022-04-22 00:00:00+00:00,28.08,32.22,26.64,30.6,722950,,,,,,,"rgba(239, 83, 80, 0.5)",,33.57182405527879,,0,,,0.0,0.0,0.0,0.0,32.81898138016814,-21.908603711382703,False,False,False,True,True,
2022-04-29 00:00:00+00:00,34.74,36.9,27.0,27.0,1430325,,,,,,,"rgba(239, 83, 80, 0.5)",,33.385374321446825,,0,,,0.0,0.0,0.0,0.0,35.641855115054184,-19.95942907970926,False,False,False,True,True,
2022-05-06 00:00:00+00:00,29.7,35.91,28.8,34.56,607288,,,,,,,"rgba(239, 83, 80, 0.5)",,33.23861106565443,,0,,,0.0,0.0,0.0,0.0,36.270340267511756,-19.479396998357412,False,False,False,True,True,
2022-05-13 00:00:00+00:00,24.48,29.07,20.52,28.62,1105585,,,,,,,"rgba(239, 83, 80, 0.5)",,32.29805618618504,,0,,,0.0,0.0,0.0,0.0,35.50735856798634,-19.479396998357412,False,False,False,True,True,
